"","sexo","region","edad","yoprcor","s31_1","s31_2","s31_3","s31_4","s31_5","s31_6","s31_7","area","e6a","o15","s31"
"1517",1,7,31,1e+06,0,0,0,0,0,0,1,1,13,2,7
"1518",1,7,42,350000,0,0,0,0,0,0,1,1,7,5,7
"1519",2,7,40,270000,0,0,0,0,0,0,1,1,9,5,7
"1520",2,7,37,2e+05,0,0,0,0,0,0,1,1,11,5,7
"1521",2,7,22,380000,0,0,0,0,0,0,1,1,9,5,7
"1522",1,7,26,450000,0,0,0,0,0,0,1,1,9,5,7
"1523",2,7,39,520000,0,0,0,0,0,0,1,1,9,5,7
"1524",1,7,24,5e+05,0,0,0,0,0,0,1,1,13,5,7
"1525",1,7,64,1800000,1,0,0,0,0,0,0,1,13,3,1
"1526",2,7,31,530000,0,0,0,0,0,0,1,1,12,4,7
"1527",2,7,34,503000,0,0,0,0,0,0,1,1,12,4,7
"1528",1,7,30,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1529",2,7,53,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1530",2,7,42,1e+05,0,0,0,0,0,0,1,1,12,2,7
"1531",1,7,66,5e+05,0,0,0,0,0,0,1,1,12,5,7
"1532",2,7,45,550000,0,0,0,0,0,0,1,1,12,4,7
"1533",2,7,53,1500000,0,0,0,0,0,0,1,1,13,5,7
"1534",2,7,49,6e+05,0,0,0,0,0,0,1,1,12,5,7
"1535",1,7,48,1250000,0,0,0,0,0,0,1,1,13,5,7
"1536",1,7,47,8e+05,0,0,0,0,0,0,1,1,13,5,7
"1537",2,7,44,8e+05,0,0,0,0,0,0,1,1,12,4,7
"1538",2,7,66,180000,0,0,0,0,0,0,1,1,9,1,7
"1539",2,7,57,280000,0,0,0,0,0,0,1,1,9,7,7
"1540",1,7,64,333166,0,0,0,0,0,0,1,1,9,3,7
"1541",2,7,52,476000,0,0,0,0,0,0,1,1,9,5,7
"1542",2,7,56,499691.966803432,1,0,0,0,0,0,0,1,7,2,1
"1543",1,7,56,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1544",1,7,63,380000,0,0,0,0,0,0,1,1,7,5,7
"1545",2,7,27,380000,0,0,0,0,0,0,1,1,12,4,7
"1546",1,7,70,1800000,0,0,0,0,0,0,1,1,13,4,7
"1547",1,7,31,9e+05,0,0,0,0,0,0,1,1,14,5,7
"1548",2,7,48,5e+05,0,0,0,0,0,1,0,1,13,5,6
"1549",2,7,48,550000,0,0,0,0,0,0,1,1,9,5,7
"1550",1,7,34,620000,0,0,0,0,0,0,1,1,9,5,7
"1551",2,7,32,4e+05,0,0,0,0,0,0,1,1,12,5,7
"1552",1,7,40,2e+06,0,0,0,0,0,0,1,1,13,2,7
"1553",2,7,28,650000,0,0,0,0,0,0,1,1,13,3,7
"1554",1,7,40,6e+05,0,0,0,0,0,0,1,1,13,5,7
"1555",2,7,25,850000,0,0,0,0,0,0,1,1,13,3,7
"1556",1,7,28,9e+05,0,0,0,0,0,0,1,1,13,3,7
"1557",1,7,36,899572,0,0,0,0,0,0,1,1,13,3,7
"1558",2,7,36,660696,0,0,0,0,0,0,1,1,13,5,7
"1559",2,7,38,150000,0,0,0,0,0,0,1,1,11,2,7
"1560",1,7,39,1e+05,0,0,0,0,0,0,1,1,13,2,7
"1561",1,7,32,9e+05,0,0,0,0,0,0,1,1,9,5,7
"1562",1,7,28,2500000,0,0,0,0,0,0,1,1,11,5,7
"1563",1,7,56,499691.966803432,0,0,0,0,0,0,1,1,7,2,7
"1564",1,7,43,4e+05,0,0,0,0,0,0,1,1,11,5,7
"1565",2,7,40,160000,0,0,0,0,0,0,1,1,7,5,7
"1566",1,7,44,250000,0,0,0,0,0,0,1,1,7,5,7
"1567",2,7,38,4e+05,0,0,0,0,0,0,1,2,11,5,7
"1568",2,7,28,4e+05,0,0,0,0,0,0,1,2,11,5,7
"1569",1,7,34,450000,0,0,0,0,0,0,1,2,9,4,7
"1570",1,7,20,450000,0,0,0,0,0,0,1,2,12,5,7
"1571",1,7,51,6e+05,0,0,0,0,0,0,1,2,11,2,7
"1572",1,7,58,5e+05,0,0,0,0,0,0,1,2,11,2,7
"1573",2,7,57,6e+05,0,0,0,0,0,0,1,2,9,2,7
"1574",1,7,64,4e+05,0,0,0,0,0,1,0,2,9,5,6
"1575",1,7,23,4e+05,0,0,0,0,0,1,0,2,9,5,6
"1576",1,7,49,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1577",1,7,41,4e+05,0,0,0,0,0,0,1,2,11,2,7
"1578",2,7,21,450000,0,0,0,0,0,0,1,1,11,5,7
"1579",1,7,23,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1580",2,7,37,480000,0,0,0,0,0,0,1,1,11,5,7
"1581",1,7,37,592047,0,0,0,0,0,0,1,1,13,5,7
"1582",1,7,27,580000,0,0,0,0,0,0,1,1,12,3,7
"1583",1,7,31,150000,0,0,0,1,0,0,0,1,7,2,4
"1584",1,7,32,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1585",2,7,30,1250000,0,0,0,0,0,0,1,1,14,5,7
"1586",1,7,30,750000,0,0,0,0,0,0,1,1,11,5,7
"1587",1,7,46,550000,0,0,0,0,0,0,1,1,12,5,7
"1588",2,7,46,4e+05,0,0,0,0,0,0,1,1,12,2,7
"1589",1,7,31,4e+05,0,0,0,0,0,0,1,1,13,5,7
"1590",1,7,73,320000,1,1,0,0,0,0,0,1,6,2,1
"1591",2,7,69,150260,1,0,0,0,0,0,0,1,7,2,1
"1592",2,7,51,980000,0,0,0,0,0,0,1,1,13,4,7
"1593",1,7,57,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1594",2,7,56,70000,0,0,0,0,0,0,1,1,7,2,7
"1595",2,7,57,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1596",2,7,25,499691.966803432,0,0,0,0,0,0,1,1,12,5,7
"1597",2,7,58,10000,0,0,0,0,0,0,1,1,7,2,7
"1598",2,7,48,499691.966803432,0,0,0,0,0,0,1,1,9,5,7
"1599",1,7,47,450000,0,0,0,0,0,0,1,1,7,5,7
"1600",2,7,60,9e+05,0,0,0,0,0,0,1,1,13,5,7
"1601",1,7,48,1e+06,0,0,0,0,0,0,1,1,9,2,7
"1602",1,7,32,430000,0,0,0,0,0,0,1,1,11,5,7
"1603",1,7,72,7e+05,0,0,0,0,0,0,1,1,8,3,7
"1604",2,7,31,4e+05,0,0,0,0,0,0,1,1,13,2,7
"1605",1,7,42,1e+06,0,0,0,0,0,0,1,1,13,2,7
"1606",2,7,54,450000,0,0,0,0,0,0,1,1,9,5,7
"1607",1,7,26,520000,0,0,0,0,0,0,1,1,9,5,7
"1608",2,7,42,190000,0,0,0,0,0,0,1,1,9,7,7
"1609",2,7,56,50000,0,0,0,0,0,0,1,1,11,2,7
"1610",1,7,47,350000,0,0,0,0,0,0,1,1,9,5,7
"1611",1,7,58,3e+05,0,0,0,0,0,0,1,1,11,5,7
"1612",1,7,57,5e+05,0,0,0,0,0,0,1,1,9,1,7
"1613",1,7,43,1e+06,0,0,0,0,0,0,1,1,9,5,7
"1614",2,7,31,2e+05,0,0,0,0,0,0,1,1,12,5,7
"1615",2,7,57,3e+05,0,0,0,0,0,1,0,1,7,2,6
"1616",1,7,62,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1617",2,7,31,9e+05,0,0,0,0,0,0,1,1,13,5,7
"1618",2,7,52,6e+05,0,0,0,0,0,0,1,1,11,4,7
"1619",2,7,65,45000,1,0,0,0,1,0,0,1,11,2,1
"1620",2,7,41,850000,0,0,0,0,0,0,1,1,13,5,7
"1621",1,7,63,850000,0,0,0,0,0,0,1,1,7,5,7
"1622",2,7,41,2e+05,0,0,0,0,0,0,1,1,12,2,7
"1623",1,7,51,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1624",2,7,40,499691.966803432,0,0,0,0,0,0,1,1,7,5,7
"1625",2,7,49,320000,0,0,0,0,0,1,0,1,7,5,6
"1626",2,7,22,240000,0,0,0,0,0,1,0,1,12,5,6
"1627",1,7,29,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1628",2,7,26,250000,0,0,0,0,0,0,1,1,12,2,7
"1629",1,7,49,350000,0,0,0,0,0,0,1,1,7,5,7
"1630",2,7,62,2e+05,0,0,0,0,0,0,1,1,7,5,7
"1631",1,7,64,410000,0,0,0,0,0,0,1,1,7,5,7
"1632",2,7,54,9e+05,0,0,0,0,0,0,1,1,13,3,7
"1633",2,7,36,3e+05,0,0,0,0,0,0,1,1,11,2,7
"1634",1,7,44,7e+05,0,0,0,0,0,0,1,1,11,5,7
"1635",2,7,43,4e+05,0,0,0,0,0,0,1,1,11,5,7
"1636",1,7,45,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1637",2,7,50,499691.966803432,0,0,0,0,0,0,1,1,9,5,7
"1638",2,7,49,4e+05,0,0,0,0,0,1,0,1,9,5,6
"1639",2,7,28,6e+05,0,0,0,0,0,0,1,1,13,3,7
"1640",2,7,48,2e+05,0,0,0,0,0,0,1,1,12,7,7
"1641",1,7,40,450000,0,0,0,0,0,0,1,1,9,5,7
"1642",2,7,45,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1643",2,7,23,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1644",1,7,50,3e+05,0,0,0,0,0,0,1,2,7,2,7
"1645",2,7,52,190000,0,0,0,0,0,0,1,2,11,5,7
"1646",1,7,58,1e+05,0,0,0,0,0,0,1,2,7,2,7
"1647",2,7,28,4e+05,0,0,0,0,0,0,1,2,12,3,7
"1648",2,7,43,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1649",1,7,57,4e+05,0,0,0,0,0,0,1,2,7,1,7
"1650",1,7,23,4e+05,0,0,0,0,0,0,1,2,13,2,7
"1651",1,7,72,150000,0,0,0,0,0,0,1,2,1,5,7
"1652",1,7,56,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1653",1,7,45,622439,0,0,0,0,0,0,1,2,11,5,7
"1654",2,7,35,3e+05,0,0,0,0,0,0,1,2,11,5,7
"1655",1,7,30,4e+05,0,0,0,0,0,0,1,2,11,5,7
"1656",1,7,47,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1657",1,7,50,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1658",2,7,48,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1659",2,7,59,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1660",1,7,60,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1661",2,7,40,270000,0,0,0,0,0,0,1,2,9,5,7
"1662",1,7,41,450000,0,0,0,0,0,0,1,2,9,5,7
"1663",2,7,39,1e+05,0,0,0,0,0,0,1,2,9,5,7
"1664",1,7,66,4e+05,0,0,0,0,0,0,1,2,11,5,7
"1665",2,7,64,350000,0,0,0,0,0,0,1,2,7,7,7
"1666",1,7,30,280000,0,0,0,0,0,0,1,2,12,5,7
"1667",1,7,31,3e+05,0,0,0,0,0,0,1,2,12,5,7
"1668",1,7,61,380000,0,0,0,0,0,0,1,2,7,5,7
"1669",1,7,38,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1670",1,7,60,410000,0,0,0,0,0,0,1,1,1,5,7
"1671",2,7,24,3e+05,0,0,0,0,0,0,1,1,12,2,7
"1672",1,7,52,250000,0,0,0,0,0,0,1,1,12,2,7
"1673",1,7,31,6e+05,0,0,0,0,0,0,1,1,13,5,7
"1674",2,7,40,4e+05,0,0,0,0,0,0,1,1,12,4,7
"1675",2,7,33,330000,0,0,0,0,0,0,1,1,9,2,7
"1676",2,7,53,30000,0,0,0,0,0,0,1,1,9,2,7
"1677",2,7,37,595000,0,0,0,0,0,0,1,1,12,4,7
"1678",2,7,41,150000,0,0,0,0,0,0,1,1,9,2,7
"1679",2,7,58,4e+05,0,0,0,0,1,0,0,1,12,3,5
"1680",2,7,54,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1681",1,7,64,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1682",1,7,41,680000,0,0,0,0,0,0,1,1,11,5,7
"1683",2,7,40,4e+05,0,1,0,0,0,0,0,1,12,3,2
"1684",1,7,42,550000,0,0,0,0,0,0,1,1,9,5,7
"1685",1,7,52,5e+05,0,0,0,0,0,0,1,1,11,5,7
"1686",1,7,59,250000,0,0,0,0,0,0,1,1,9,5,7
"1687",1,7,72,4e+05,1,0,0,0,0,0,0,1,7,5,1
"1688",2,7,37,5e+05,0,0,0,0,0,0,1,1,12,5,7
"1689",1,7,38,5e+05,0,0,0,0,0,0,1,1,13,5,7
"1690",2,7,43,3e+05,0,0,0,0,0,0,1,1,7,5,7
"1691",2,7,32,499691.966803432,0,0,0,0,0,0,1,1,7,5,7
"1692",1,7,41,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1693",2,7,23,350000,0,0,0,0,0,0,1,1,11,5,7
"1694",1,7,55,150000,1,0,0,0,0,0,0,1,7,5,1
"1695",1,7,54,380000,0,0,0,0,0,0,1,1,11,5,7
"1696",2,7,24,380000,0,0,0,0,0,0,1,1,13,5,7
"1697",1,7,25,380000,0,0,0,0,0,0,1,1,12,5,7
"1698",1,7,57,9e+05,0,0,0,0,0,0,1,1,9,5,7
"1699",1,7,20,130000,0,0,0,0,0,0,1,1,12,5,7
"1700",1,7,54,7e+05,0,0,0,0,0,0,1,1,11,5,7
"1701",2,7,47,40000,0,0,0,0,0,0,1,1,11,2,7
"1702",1,7,28,999000,0,0,0,0,0,0,1,1,13,5,7
"1703",1,7,50,450000,0,0,0,0,0,0,1,1,7,5,7
"1704",2,7,53,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1705",1,7,57,1600000,0,0,0,0,0,0,1,1,13,5,7
"1706",2,7,59,1300000,0,0,0,0,0,0,1,1,13,5,7
"1707",1,7,37,525000,0,0,0,0,0,0,1,1,12,4,7
"1708",2,7,43,272000,0,0,0,0,0,0,1,1,12,5,7
"1709",1,7,66,410000,0,0,0,0,0,0,1,2,1,5,7
"1710",2,7,25,450000,0,0,0,0,0,0,1,2,12,2,7
"1711",1,7,49,1e+05,0,0,0,0,0,0,1,2,7,2,7
"1712",2,7,60,50000,0,0,0,0,0,0,1,2,7,2,7
"1713",2,7,31,4e+05,0,0,0,0,0,0,1,1,13,5,7
"1714",1,7,69,4e+05,0,0,0,0,0,0,1,1,11,1,7
"1715",2,7,63,287000,0,0,0,0,0,0,1,1,9,5,7
"1716",1,7,39,8e+05,0,0,0,0,0,0,1,1,13,5,7
"1717",2,7,62,5e+05,0,0,0,0,0,0,1,1,9,4,7
"1718",1,7,57,980000,0,0,0,0,0,0,1,1,13,5,7
"1719",1,7,65,5e+05,0,0,0,0,0,0,1,2,6,5,7
"1720",1,7,54,150000,0,0,0,0,0,0,1,2,7,2,7
"1721",2,7,51,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1722",2,7,48,4e+05,0,0,0,0,0,0,1,2,12,5,7
"1723",1,7,53,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1724",1,7,49,510000,0,0,0,0,0,0,1,2,9,5,7
"1725",1,7,60,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1726",1,7,38,2e+05,0,0,0,0,0,0,1,2,7,5,7
"1727",1,7,50,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1728",1,7,37,4e+05,0,0,0,0,1,0,0,1,12,5,5
"1729",1,7,40,4e+05,0,0,0,0,0,0,1,1,7,5,7
"1730",2,7,48,2e+05,0,0,0,0,0,0,1,1,9,7,7
"1731",1,7,50,380000,0,0,0,0,0,0,1,1,9,5,7
"1732",2,7,23,120000,0,0,0,0,0,0,1,1,13,5,7
"1733",1,7,53,380000,0,0,0,0,0,0,1,1,7,5,7
"1734",2,7,43,360000,0,0,0,0,0,0,1,1,11,7,7
"1735",1,7,63,404514,0,0,0,0,0,0,1,2,7,2,7
"1736",2,7,50,499691.966803432,0,0,0,0,0,0,1,2,7,2,7
"1737",1,7,30,50000,0,0,0,0,0,0,1,2,9,2,7
"1738",1,7,36,452868,0,0,0,0,0,0,1,2,11,5,7
"1739",2,7,62,120000,0,0,0,0,0,0,1,2,11,2,7
"1740",2,7,67,50000,0,0,0,0,0,0,1,2,7,2,7
"1741",1,7,47,4e+05,0,0,0,0,0,0,1,2,9,2,7
"1742",1,7,38,920000,0,0,0,0,0,0,1,2,9,4,7
"1743",2,7,46,450000,0,0,0,0,0,0,1,2,9,4,7
"1744",1,7,57,420000,0,0,0,0,0,0,1,1,9,5,7
"1745",2,7,59,480000,0,0,0,0,0,0,1,1,7,2,7
"1746",2,7,47,512000,0,0,0,0,0,0,1,1,12,3,7
"1747",2,7,33,650000,0,0,0,0,0,0,1,1,13,3,7
"1748",1,7,37,1100000,0,0,0,0,0,0,1,2,9,3,7
"1749",2,7,30,850000,0,0,0,0,0,0,1,2,9,8,7
"1750",1,7,60,499691.966803432,0,0,0,0,0,0,1,2,7,5,7
"1751",2,7,51,520000,0,0,0,0,0,0,1,2,7,5,7
"1752",2,7,22,350000,0,0,0,0,0,0,1,2,9,5,7
"1753",1,7,29,5e+05,0,0,0,0,0,0,1,2,7,5,7
"1754",2,7,49,420000,0,0,0,0,0,0,1,2,7,5,7
"1755",1,7,53,4e+05,0,0,0,0,0,0,1,2,9,2,7
"1756",1,7,27,450000,0,0,0,0,0,0,1,2,9,5,7
"1757",1,7,45,499691.966803432,0,0,0,0,0,0,1,2,9,2,7
"1758",1,7,30,413333,0,0,0,0,0,0,1,2,9,4,7
"1759",1,7,44,8e+05,0,0,0,0,0,0,1,2,11,5,7
"1760",1,7,28,4e+05,0,0,0,0,0,0,1,2,9,5,7
"1761",1,7,29,450000,1,0,0,0,0,0,0,2,9,5,1
"1762",2,7,27,5e+05,0,0,0,0,1,0,0,2,9,3,5
"1763",1,7,20,2e+05,0,0,0,0,0,0,1,2,13,5,7
"1764",1,7,43,5e+05,0,0,0,0,0,0,1,1,7,5,7
"1765",1,7,26,4e+05,0,0,0,0,0,0,1,1,11,5,7
"1766",1,7,22,280000,0,0,0,0,0,0,1,1,13,5,7
"1767",2,7,18,15000,0,0,0,0,0,0,1,1,9,2,7
"1768",2,7,34,3e+05,0,0,0,0,0,0,1,1,7,2,7
"1769",2,7,35,2e+05,0,0,0,0,0,0,1,1,9,2,7
"1770",1,7,20,90000,0,0,0,0,0,0,1,1,13,2,7
"1771",1,7,18,4e+05,0,0,0,0,0,0,1,1,12,5,7
"1772",1,7,16,90000,0,0,0,0,0,0,1,1,9,2,7
"1773",2,7,20,3e+05,0,0,0,0,0,0,1,1,13,2,7
"1774",1,7,49,450000,0,0,0,0,0,0,1,1,9,5,7
"1775",1,7,41,9e+05,0,0,0,0,0,0,1,1,13,5,7
"1776",2,7,36,136529,0,0,0,0,0,0,1,1,9,2,7
"1777",2,7,27,250000,0,0,0,0,0,0,1,1,7,7,7
"1778",1,7,47,150000,0,0,0,0,0,0,1,1,7,2,7
"1779",2,7,36,3200000,0,0,0,0,0,0,1,1,13,5,7
"1780",1,7,46,499691.966803432,0,0,0,0,0,0,1,1,7,5,7
"1781",1,7,24,770000,0,0,0,0,0,0,1,1,11,5,7
"1782",2,7,35,367000,0,0,0,0,0,0,1,1,9,5,7
"1783",1,7,55,430000,0,0,0,0,0,0,1,1,9,5,7
"1784",1,7,63,4e+05,0,0,0,0,0,0,1,1,13,5,7
"1785",1,7,73,3e+05,0,0,0,0,0,1,0,1,1,5,6
"1786",1,7,28,450000,0,0,0,0,0,0,1,1,11,5,7
"1787",1,7,47,1300000,0,0,0,0,0,0,1,1,12,5,7
"1788",2,7,51,5e+05,0,0,0,0,0,0,1,1,12,4,7
"1789",1,7,31,420000,0,0,0,0,0,0,1,1,13,4,7
"1790",2,7,24,390000,0,0,0,0,0,0,1,1,12,3,7
"1791",1,7,25,4e+05,0,0,0,0,0,0,1,1,12,5,7
"1792",2,7,52,450000,0,0,0,0,0,0,1,1,11,4,7
"1793",2,7,50,310000,0,0,0,0,0,0,1,1,7,5,7
"1794",2,7,61,670000,0,0,0,0,0,0,1,1,12,3,7
"1795",1,7,31,4e+05,0,0,0,0,0,0,1,1,13,5,7
"1796",2,7,45,6e+05,0,0,0,0,0,0,1,1,13,5,7
"1797",1,7,54,1e+05,0,0,0,0,0,0,1,1,9,1,7
"1798",1,7,60,380000,0,0,0,0,0,0,1,1,9,5,7
"1799",2,7,27,4e+05,0,0,0,0,0,0,1,1,11,3,7
"1800",1,7,28,450000,0,0,0,0,0,0,1,1,11,5,7
"1801",1,7,55,350000,0,0,0,0,0,0,1,1,9,5,7
"1802",1,7,57,150000,0,0,0,0,0,0,1,1,7,2,7
"1803",2,7,47,230000,0,0,0,0,0,0,1,1,9,5,7
"1804",2,7,26,6e+05,0,0,0,0,0,0,1,1,12,5,7
"1805",1,7,30,8e+05,0,0,0,0,0,0,1,1,11,5,7
"1806",1,7,36,499691.966803432,0,0,0,0,0,0,1,1,9,9,7
"1807",1,7,60,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1808",1,7,31,6e+05,0,0,0,0,0,0,1,1,13,5,7
"1809",2,7,48,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1810",1,7,70,4e+05,0,0,0,0,0,0,1,1,10,4,7
"1811",1,7,67,15000,1,0,0,0,0,0,0,1,7,1,1
"1812",1,7,54,3e+05,0,0,0,0,0,0,1,1,9,2,7
"1813",2,7,54,250000,0,0,0,0,0,0,1,1,9,5,7
"1814",1,7,47,650000,0,0,0,0,0,0,1,1,9,5,7
"1815",2,7,65,5e+05,0,0,0,0,0,0,1,1,9,5,7
"1816",1,7,31,6e+05,0,0,0,0,0,0,1,1,9,1,7
"1817",2,7,33,330000,0,0,0,0,0,0,1,1,12,5,7
"1818",2,7,60,280000,0,0,0,1,0,0,0,1,7,5,4
"1819",1,7,35,1e+05,0,0,0,0,0,0,1,1,7,5,7
"1820",1,7,42,450654,0,0,0,0,0,0,1,1,7,5,7
"1821",1,7,53,150000,0,0,0,0,0,0,1,1,5,5,7
"1822",2,7,25,4e+05,0,0,0,0,0,0,1,1,11,4,7
"1823",1,7,58,3e+05,0,0,0,0,0,0,1,1,7,2,7
"1824",2,7,57,550000,0,0,0,0,0,0,1,1,9,5,7
"1825",1,7,40,4e+05,0,0,0,0,0,1,0,1,9,2,6
"1826",2,7,19,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1827",2,7,52,380000,0,0,0,0,0,0,1,1,9,7,7
"1828",1,7,48,350000,0,0,0,0,0,0,1,1,9,5,7
"1829",1,7,69,2e+06,0,0,0,0,0,0,1,1,13,3,7
"1830",1,7,60,580000,0,0,0,0,0,0,1,1,9,5,7
"1831",1,7,56,4e+05,0,0,0,0,0,0,1,1,9,2,7
"1832",2,7,58,4e+05,0,0,0,0,0,0,1,1,9,2,7
"1833",1,7,35,499691.966803432,0,0,0,0,0,0,1,1,9,9,7
"1834",2,7,36,499691.966803432,0,0,0,0,0,0,1,1,13,3,7
"1835",2,7,40,450000,0,0,0,0,0,0,1,1,12,3,7
"1836",2,7,42,150000,0,0,0,0,0,0,1,1,9,2,7
"1837",1,7,32,450000,0,0,0,0,0,0,1,1,9,2,7
"1838",2,7,43,448986,0,0,0,0,0,0,1,1,11,5,7
"1839",1,7,43,850000,0,0,0,0,0,0,1,1,9,5,7
"1840",1,7,65,4e+05,0,0,0,0,0,0,1,1,9,2,7
"1841",2,7,32,4e+05,0,0,0,0,0,1,0,1,9,5,6
"1842",1,7,59,4e+05,0,0,0,0,0,0,1,1,9,2,7
"1843",2,7,57,4e+05,0,0,0,0,0,0,1,1,7,2,7
"1844",1,7,43,5e+05,0,0,0,0,0,0,1,1,9,5,7
"1845",1,7,49,450000,0,0,0,0,0,0,1,1,9,5,7
"1846",2,7,53,2e+05,0,0,0,0,0,0,1,1,7,7,7
"1847",1,7,39,4e+05,0,0,0,0,0,0,1,1,9,4,7
"1848",2,7,28,820000,0,0,0,0,0,0,1,1,13,5,7
"1849",2,7,59,4e+05,0,0,0,0,0,0,1,1,9,2,7
"1850",1,7,35,4e+05,0,0,0,0,0,0,1,1,12,4,7
"1851",2,7,33,8e+05,0,0,0,0,0,0,1,1,12,3,7
"1852",1,7,34,1e+06,0,0,0,0,0,0,1,1,11,3,7
"1853",1,7,35,3e+06,0,0,0,0,0,0,1,1,13,5,7
"1854",2,7,39,3e+05,0,0,0,0,0,0,1,1,13,2,7
"1855",1,7,43,180000,0,0,1,0,0,0,0,1,7,5,3
"1856",2,7,58,380000,0,0,0,0,0,1,0,1,9,7,6
"1857",2,7,31,180000,0,0,0,0,0,0,1,1,13,2,7
"1858",1,7,34,1070000,0,0,0,0,0,0,1,1,12,5,7
"1859",2,7,30,1e+06,0,0,0,0,0,0,1,1,13,5,7
"1860",2,7,45,450000,0,0,0,0,0,0,1,1,11,3,7
"1861",1,7,53,8e+05,0,0,0,0,0,0,1,1,13,5,7
"1862",2,7,50,499691.966803432,0,0,0,0,0,0,1,1,11,5,7
"1863",2,7,44,970000,0,0,0,0,0,0,1,1,13,5,7
"1864",1,7,48,5e+05,0,0,0,0,0,0,1,1,12,5,7
"1865",2,7,37,1500000,0,0,0,0,0,0,1,1,13,5,7
"1866",2,7,43,9e+05,0,0,0,0,0,0,1,1,13,3,7
"1867",1,7,46,1e+06,0,0,0,0,0,0,1,1,13,2,7
"1868",2,7,45,1300000,0,0,0,0,0,0,1,1,13,4,7
"1869",1,7,57,8e+05,0,0,0,0,0,0,1,1,13,5,7
"1870",2,7,29,1e+06,0,0,0,0,0,0,1,1,13,5,7
"1871",1,7,70,1500000,0,0,0,0,0,0,1,1,12,2,7
"1872",2,7,68,650000,0,0,0,0,0,0,1,1,12,2,7
"1873",1,7,55,420000,0,0,0,0,0,0,1,1,9,5,7
"1874",1,7,65,9e+05,0,0,0,0,0,0,1,1,13,5,7
"1875",2,7,65,6e+05,0,0,0,0,0,0,1,1,13,5,7
"1876",2,7,38,9e+05,0,0,0,0,0,0,1,1,13,5,7
"1877",1,7,48,1500000,0,0,0,0,0,0,1,1,13,2,7
"1878",2,7,47,1800000,0,0,0,0,0,0,1,1,13,4,7
"1879",1,7,42,1500000,0,0,0,0,0,0,1,1,9,5,7
"1880",2,7,60,7e+05,0,0,0,0,0,0,1,1,13,3,7
"1881",1,7,63,5e+05,0,0,0,0,0,0,1,1,10,3,7
"1882",1,7,46,380000,0,0,0,0,0,0,1,1,11,5,7
"1883",1,7,61,3e+05,0,0,0,0,0,0,1,1,7,2,7
"1884",2,7,72,2e+05,0,0,0,0,0,0,1,1,1,2,7
"1885",2,7,36,4e+05,0,0,0,0,0,0,1,1,9,5,7
"1886",1,7,42,433148,0,0,0,0,0,0,1,1,7,5,7
"1887",1,7,62,3e+05,0,0,0,0,0,0,1,1,7,2,7
"1888",2,7,62,2e+05,0,0,0,0,0,0,1,1,8,2,7
"1889",1,7,36,5e+05,0,0,0,0,0,0,1,1,11,4,7
"1890",2,7,41,440000,0,0,0,0,0,0,1,1,7,5,7
"1891",1,7,47,2e+06,0,0,0,0,0,0,1,2,7,1,7
"1892",2,7,44,2e+06,0,0,0,0,0,0,1,2,7,5,7
"1893",1,7,21,5e+05,0,0,0,0,0,0,1,2,7,5,7
"1894",2,7,48,499691.966803432,0,0,0,0,0,0,1,2,9,5,7
"1895",1,7,56,350000,0,0,0,0,0,0,1,2,7,2,7
"1896",1,7,60,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1897",1,7,28,5e+05,0,0,0,0,0,0,1,2,9,5,7
"1898",1,7,18,2e+05,0,0,0,0,0,0,1,2,11,5,7
"1899",2,7,39,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1900",1,7,33,4e+05,0,0,0,0,0,0,1,2,7,5,7
"1901",1,7,26,290000,0,0,0,0,0,0,1,2,9,3,7
