"","sexo","region","edad","yoprcor","s31_1","s31_2","s31_3","s31_4","s31_5","s31_6","s31_7","area","e6a","o15","s31"
"2633",2,7,29,4e+05,0,0,0,0,0,0,1,1,9,4,7
"2634",1,7,29,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2635",1,7,55,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2636",1,7,31,4e+05,0,0,0,0,0,0,1,1,11,5,7
"2637",2,7,23,180723,0,0,0,0,0,0,1,1,12,4,7
"2638",1,7,61,5e+05,0,0,0,0,0,0,1,1,7,5,7
"2639",1,7,30,360000,0,0,0,0,0,0,1,1,7,5,7
"2640",1,7,63,4e+05,1,0,0,0,0,0,0,1,7,5,1
"2641",2,7,25,1e+05,0,0,0,0,0,0,1,1,12,5,7
"2642",1,7,31,7e+05,0,0,0,0,0,0,1,1,9,5,7
"2643",2,7,45,327000,0,0,0,0,0,0,1,1,12,5,7
"2644",1,7,47,468000,0,0,0,0,0,0,1,1,9,5,7
"2645",1,7,19,297000,0,0,0,0,0,0,1,1,12,5,7
"2646",1,7,60,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2647",2,7,47,2e+05,0,0,0,0,0,0,1,1,9,5,7
"2648",1,7,66,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2649",1,7,41,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2650",2,7,57,498000,0,0,0,0,0,0,1,1,7,5,7
"2651",1,7,73,2e+06,0,0,0,0,0,0,1,1,11,2,7
"2652",1,7,73,4e+05,0,0,0,0,0,0,1,1,7,2,7
"2653",1,7,33,6e+05,0,0,0,0,0,0,1,1,13,4,7
"2654",1,7,50,5e+05,0,0,0,0,0,0,1,1,9,5,7
"2655",1,7,39,2e+05,0,0,0,0,0,0,1,1,11,2,7
"2656",1,7,35,450000,0,0,0,0,0,0,1,1,12,4,7
"2657",2,7,33,480000,0,0,0,0,0,0,1,1,13,5,7
"2658",2,7,38,520000,0,0,0,0,0,0,1,1,12,4,7
"2659",2,7,35,450000,0,0,0,0,0,0,1,1,11,5,7
"2660",1,7,38,3e+05,0,0,0,0,0,0,1,1,7,2,7
"2661",2,7,40,290000,0,0,0,0,0,0,1,1,7,5,7
"2662",1,7,44,3e+05,0,0,0,0,0,0,1,1,7,5,7
"2663",1,7,24,410000,0,0,0,0,0,0,1,1,9,5,7
"2664",2,7,39,250000,0,0,0,0,0,0,1,1,7,5,7
"2665",2,7,32,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2666",2,7,56,1e+05,1,0,0,0,0,0,0,1,12,1,1
"2667",1,7,72,1e+05,1,0,0,0,0,0,0,1,12,1,1
"2668",1,7,33,4e+05,0,0,0,0,0,0,1,1,9,2,7
"2669",1,7,62,450000,0,0,0,0,0,0,1,1,9,2,7
"2670",1,7,45,450000,0,0,0,0,0,0,1,1,12,2,7
"2671",1,7,58,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2672",2,7,58,450000,0,0,0,0,0,0,1,1,12,5,7
"2673",1,7,39,7e+05,0,0,0,0,0,0,1,1,13,5,7
"2674",2,7,40,780000,0,0,0,0,0,0,1,1,13,5,7
"2675",2,7,60,843000,0,0,0,0,0,0,1,1,13,5,7
"2676",2,7,38,630000,0,0,0,0,0,0,1,1,12,3,7
"2677",1,7,65,280000,0,0,0,0,0,0,1,1,7,5,7
"2678",1,7,28,6e+05,0,0,0,0,0,0,1,1,13,4,7
"2679",1,7,42,3e+05,0,0,0,0,0,0,1,1,11,2,7
"2680",1,7,70,380000,0,0,0,0,0,0,1,1,8,3,7
"2681",1,7,48,4e+05,0,0,0,0,0,0,1,1,9,3,7
"2682",2,7,45,617000,0,0,0,0,0,0,1,1,12,3,7
"2683",1,7,44,440000,0,0,0,0,0,0,1,1,9,4,7
"2684",2,7,38,390000,0,0,0,0,0,0,1,1,11,5,7
"2685",2,7,20,150000,0,0,0,0,0,0,1,1,9,7,7
"2686",2,7,32,1e+05,0,0,0,0,0,0,1,1,7,2,7
"2687",1,7,27,990000,0,0,0,0,0,0,1,1,11,2,7
"2688",1,7,52,850000,0,0,0,0,0,0,1,1,9,2,7
"2689",2,7,63,9e+05,1,0,0,0,0,0,0,1,13,4,1
"2690",2,7,62,350000,0,0,0,0,0,0,1,1,9,2,7
"2691",1,7,45,2e+05,0,0,0,0,0,0,1,1,7,5,7
"2692",2,7,21,350000,0,0,0,0,0,0,1,1,9,5,7
"2693",1,7,44,450000,0,0,0,0,0,0,1,1,11,5,7
"2694",2,7,44,4e+05,0,0,0,0,0,0,1,1,11,3,7
"2695",1,7,53,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2696",2,7,40,4e+05,0,1,1,0,0,0,0,1,11,5,2
"2697",1,7,53,280000,1,0,0,0,0,0,0,1,7,5,1
"2698",1,7,29,472563,0,0,0,0,0,0,1,1,13,2,7
"2699",1,7,27,280000,0,0,0,0,0,0,1,1,11,5,7
"2700",2,7,33,60000,0,0,0,0,0,0,1,1,11,2,7
"2701",2,7,64,4e+05,1,0,0,0,1,0,0,1,9,5,1
"2702",1,7,40,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2703",2,7,30,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2704",1,7,28,957000,0,0,0,0,0,0,1,1,13,3,7
"2705",2,7,27,6e+05,0,0,0,0,0,0,1,1,13,3,7
"2706",2,7,43,650000,0,0,0,0,0,0,1,1,12,5,7
"2707",2,7,33,1300000,0,0,0,0,0,0,1,1,13,5,7
"2708",1,7,62,3e+06,0,0,0,0,0,0,1,1,13,5,7
"2709",2,7,27,4e+05,0,0,0,0,0,0,1,1,14,5,7
"2710",1,7,53,450000,0,0,0,0,0,0,1,1,9,2,7
"2711",1,7,28,1e+06,0,0,0,0,0,0,1,1,13,5,7
"2712",2,7,47,5e+05,0,0,0,0,0,0,1,1,13,3,7
"2713",1,7,39,5e+05,0,0,0,0,0,0,1,1,13,2,7
"2714",2,7,47,9e+05,0,0,0,0,0,0,1,1,11,5,7
"2715",2,7,53,420000,0,0,0,0,0,0,1,1,11,5,7
"2716",1,7,43,3e+05,1,0,0,0,0,0,0,1,9,2,1
"2717",2,7,54,190000,0,0,0,0,0,0,1,1,9,2,7
"2718",1,7,56,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2719",1,7,29,150000,0,0,0,0,0,0,1,1,13,5,7
"2720",2,7,44,430000,0,0,0,0,0,0,1,1,11,5,7
"2721",1,7,21,2e+05,0,0,0,0,0,0,1,1,9,2,7
"2722",1,7,38,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2723",1,7,29,1e+06,0,0,0,0,0,0,1,1,13,5,7
"2724",2,7,58,3e+05,0,0,0,0,0,0,1,1,7,5,7
"2725",1,7,25,5e+05,0,0,0,0,0,0,1,1,9,5,7
"2726",1,7,48,450000,0,0,0,0,0,0,1,1,9,5,7
"2727",2,7,46,2e+05,0,0,0,0,0,0,1,1,9,5,7
"2728",1,7,52,3e+05,0,0,0,0,0,0,1,1,9,5,7
"2729",2,7,55,320000,0,0,0,0,0,0,1,1,11,5,7
"2730",1,7,46,350000,0,0,0,0,0,0,1,1,7,5,7
"2731",2,7,54,420000,0,0,0,0,0,0,1,1,11,3,7
"2732",2,7,52,1400000,0,0,0,0,0,0,1,1,14,3,7
"2733",1,7,62,1800000,0,0,0,0,0,0,1,1,11,3,7
"2734",2,7,38,5e+05,0,0,0,0,0,0,1,1,13,2,7
"2735",2,7,32,350000,0,0,0,0,0,0,1,1,11,3,7
"2736",1,7,62,5e+05,0,0,0,0,0,0,1,1,7,5,7
"2737",2,7,32,1600000,0,0,0,0,0,0,1,1,14,5,7
"2738",2,7,35,6e+05,0,0,0,0,0,0,1,1,11,5,7
"2739",2,7,35,6e+05,0,0,0,0,0,0,1,2,9,5,7
"2740",1,7,59,4e+05,0,0,0,0,0,0,1,2,9,5,7
"2741",1,7,51,499691.966803432,0,0,0,0,0,0,1,2,9,5,7
"2742",2,7,46,360000,0,0,0,0,0,0,1,2,9,5,7
"2743",1,7,39,210000,0,0,0,0,0,0,1,2,9,5,7
"2744",1,7,60,6e+05,0,0,0,0,0,0,1,1,11,3,7
"2745",2,7,56,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2746",2,7,51,250000,0,0,0,0,0,0,1,1,9,5,7
"2747",2,7,48,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2748",1,7,62,4e+05,0,0,0,0,0,0,1,1,8,5,7
"2749",2,7,40,361244,0,0,0,0,0,0,1,1,9,5,7
"2750",1,7,26,1e+06,0,0,0,0,0,0,1,1,12,5,7
"2751",1,7,49,8e+05,0,0,0,0,0,0,1,1,12,5,7
"2752",1,7,41,280000,0,0,0,0,0,0,1,1,12,5,7
"2753",2,7,55,6e+05,0,0,0,0,0,1,0,1,12,5,6
"2754",1,7,46,250000,0,0,0,0,0,0,1,1,9,2,7
"2755",2,7,59,2e+05,0,0,0,0,0,1,0,1,13,2,6
"2756",1,7,63,1500000,0,0,0,0,0,1,0,1,9,2,6
"2757",2,7,50,320000,0,0,0,0,0,0,1,1,9,3,7
"2758",2,7,23,499691.966803432,0,0,0,0,0,0,1,1,11,5,7
"2759",1,7,57,499691.966803432,0,0,0,0,0,0,1,1,7,3,7
"2760",1,7,31,380000,0,0,0,0,0,0,1,1,9,5,7
"2761",1,7,64,499691.966803432,0,0,0,0,0,0,1,1,9,9,7
"2762",1,7,31,640000,0,0,0,0,0,0,1,1,12,2,7
"2763",2,7,36,350000,0,0,1,0,0,0,0,1,13,2,3
"2764",1,7,27,1e+06,0,0,0,0,0,0,1,1,13,2,7
"2765",2,7,42,530000,0,0,0,0,0,0,1,1,12,3,7
"2766",1,7,32,450000,0,0,0,0,0,0,1,1,12,3,7
"2767",1,7,42,4e+05,0,0,0,0,0,0,1,2,7,5,7
"2768",1,7,61,6e+05,0,0,0,0,0,0,1,2,7,5,7
"2769",2,7,52,4e+05,0,0,0,0,0,0,1,1,12,5,7
"2770",2,7,38,495000,0,0,0,0,0,0,1,1,13,3,7
"2771",1,7,41,5e+05,0,0,0,0,0,0,1,1,9,5,7
"2772",2,7,37,750000,0,0,0,0,0,0,1,1,12,5,7
"2773",1,7,38,550000,0,0,0,0,0,0,1,1,12,4,7
"2774",1,7,26,5e+05,0,0,0,0,0,0,1,1,13,5,7
"2775",1,7,29,650000,0,0,0,0,0,0,1,1,13,5,7
"2776",1,7,59,360000,0,0,0,0,0,0,1,1,7,5,7
"2777",2,7,44,4e+05,0,0,0,0,0,0,1,1,7,2,7
"2778",2,7,49,1e+05,0,0,0,0,0,1,0,1,7,7,6
"2779",1,7,53,380000,0,0,0,0,0,0,1,1,7,5,7
"2780",1,7,72,3e+05,0,0,0,0,0,0,1,1,7,5,7
"2781",2,7,42,5e+05,0,0,0,0,0,0,1,1,9,5,7
"2782",1,7,27,410000,0,0,0,0,0,0,1,1,11,5,7
"2783",2,7,58,326000,0,0,0,0,0,0,1,1,9,5,7
"2784",1,7,40,420000,0,0,0,0,0,0,1,1,7,5,7
"2785",1,7,26,420000,0,0,0,0,0,0,1,1,11,5,7
"2786",2,7,63,4e+05,1,0,0,0,0,0,0,1,13,5,1
"2787",1,7,32,6e+05,0,1,0,0,0,0,0,1,12,5,2
"2788",1,7,59,450000,0,0,0,0,0,0,1,1,9,4,7
"2789",1,7,24,450000,0,0,0,0,0,0,1,1,12,4,7
"2790",2,7,49,150000,0,0,0,0,0,0,1,1,12,2,7
"2791",1,7,63,350000,0,0,0,0,0,0,1,1,9,2,7
"2792",1,7,42,350000,0,0,0,0,0,0,1,1,9,2,7
"2793",1,7,50,4e+05,1,0,0,0,0,0,0,1,11,5,1
"2794",2,7,45,350000,0,0,0,0,0,0,1,1,9,5,7
"2795",2,7,31,8e+05,0,0,0,0,0,0,1,1,13,5,7
"2796",1,7,54,1e+06,0,0,0,0,0,0,1,1,11,5,7
"2797",2,7,63,4e+05,1,0,0,0,0,0,0,1,13,7,1
"2798",1,7,44,2e+06,0,0,0,0,0,0,1,1,13,1,7
"2799",2,7,47,3e+05,0,0,0,0,0,0,1,1,13,2,7
"2800",1,7,53,410000,0,0,0,0,0,0,1,1,9,5,7
"2801",2,7,19,4e+05,0,0,0,0,0,0,1,1,11,5,7
"2802",1,7,18,450000,0,0,0,0,0,0,1,1,9,5,7
"2803",2,7,29,2e+05,0,0,0,0,0,0,1,1,9,2,7
"2804",2,7,48,150000,0,0,0,0,0,0,1,1,9,2,7
"2805",2,7,21,270000,0,0,0,0,0,0,1,1,9,5,7
"2806",1,7,27,450000,0,0,0,0,0,0,1,1,9,5,7
"2807",1,7,26,2e+05,0,0,0,0,0,0,1,1,11,5,7
"2808",2,7,37,4e+05,0,0,0,0,0,0,1,1,11,5,7
"2809",2,7,41,270000,0,0,0,0,0,0,1,1,11,7,7
"2810",1,7,35,1100000,0,0,0,0,0,0,1,2,14,3,7
"2811",2,7,37,1100000,0,0,0,0,0,0,1,2,13,3,7
"2812",1,7,62,7e+05,0,0,0,0,0,0,1,2,11,5,7
"2813",1,7,43,7e+05,0,0,0,0,0,0,1,2,7,2,7
"2814",1,7,62,450000,0,0,0,0,0,0,1,2,7,5,7
"2815",2,7,53,3e+05,0,0,0,0,0,0,1,1,7,5,7
"2816",1,7,74,370000,0,0,0,0,0,0,1,1,6,2,7
"2817",1,7,68,1e+06,0,0,0,0,0,0,1,1,9,1,7
"2818",1,7,58,5e+05,0,0,0,0,0,0,1,1,9,5,7
"2819",1,7,26,499691.966803432,0,0,0,0,0,0,1,1,9,5,7
"2820",1,7,36,844000,0,0,0,0,0,0,1,1,9,5,7
"2821",2,7,50,450000,0,0,0,0,0,1,0,2,9,5,6
"2822",2,7,52,450000,0,0,0,0,0,0,1,2,7,5,7
"2823",1,7,24,5e+05,0,0,0,0,0,0,1,2,13,5,7
"2824",1,7,52,7e+05,0,0,0,0,0,0,1,2,7,5,7
"2825",2,7,19,4e+05,0,0,0,0,0,0,1,2,11,5,7
"2826",1,7,65,7e+05,0,0,0,0,0,0,1,2,10,2,7
"2827",1,7,63,4e+05,0,0,0,0,0,0,1,2,7,5,7
"2828",2,7,54,4e+05,0,0,0,0,0,0,1,2,7,5,7
"2829",2,7,34,4e+05,0,0,0,0,0,0,1,2,13,5,7
"2830",2,7,65,5e+05,0,0,0,0,0,0,1,2,7,5,7
"2831",2,7,46,240000,0,0,0,0,0,0,1,2,9,5,7
"2832",1,7,25,1866443,0,0,0,0,0,0,1,2,13,5,7
"2833",1,7,47,450000,0,0,0,0,0,0,1,2,11,5,7
"2834",1,7,43,435851,0,0,0,0,0,0,1,2,7,5,7
"2835",1,7,31,576213,0,0,0,0,0,0,1,2,9,5,7
"2836",2,7,58,2e+05,0,0,0,0,0,0,1,1,9,1,7
"2837",1,7,59,180000,0,0,0,0,0,0,1,1,7,5,7
"2838",1,7,67,3e+05,0,0,0,0,0,0,1,1,7,2,7
"2839",2,7,35,850000,0,0,0,0,0,0,1,1,13,3,7
"2840",2,7,36,420000,0,0,0,0,0,0,1,1,12,5,7
"2841",1,7,57,5e+05,0,0,0,0,0,0,1,1,7,5,7
"2842",2,7,22,250000,0,0,0,0,0,0,1,1,9,2,7
"2843",2,7,40,7e+05,0,0,0,0,0,0,1,1,13,5,7
"2844",1,7,43,6e+05,0,0,0,0,0,0,1,1,12,3,7
"2845",1,7,57,540000,0,0,0,0,0,0,1,1,13,3,7
"2846",1,7,32,6e+05,0,0,0,0,0,0,1,1,13,3,7
"2847",1,7,26,7e+05,0,0,0,0,0,0,1,1,13,5,7
"2848",2,7,28,499691.966803432,0,0,0,0,0,0,1,1,13,9,7
"2849",2,7,49,1e+06,0,0,0,0,0,0,1,1,12,5,7
"2850",2,7,38,550000,0,0,0,0,0,0,1,1,12,5,7
"2851",1,7,41,750000,0,0,0,0,0,0,1,1,13,5,7
"2852",2,7,44,1200000,0,0,0,0,0,0,1,1,13,5,7
"2853",2,7,61,8e+05,1,0,0,0,0,0,0,1,12,3,1
"2854",1,7,67,1e+05,0,0,0,0,0,0,1,1,7,2,7
"2855",1,7,61,4e+05,0,0,0,0,0,0,1,1,9,2,7
"2856",1,7,60,6e+05,0,0,0,0,0,0,1,1,12,3,7
"2857",1,7,37,350000,0,0,0,0,0,0,1,1,7,1,7
"2858",2,7,33,193989,0,0,0,0,0,0,1,1,11,2,7
"2859",1,7,61,150000,0,0,0,0,0,0,1,1,7,1,7
"2860",2,7,65,499691.966803432,0,0,0,0,0,0,1,1,9,1,7
"2861",1,7,54,3e+05,0,0,0,0,0,0,1,1,7,2,7
"2862",1,7,58,1e+05,1,0,0,0,0,0,0,1,9,5,1
"2863",1,7,56,2e+05,1,0,0,0,0,0,0,1,11,2,1
"2864",2,7,40,315000,0,0,0,0,0,0,1,1,11,3,7
"2865",2,7,53,420000,0,0,0,0,0,0,1,1,9,4,7
"2866",2,7,28,499691.966803432,0,0,0,0,0,0,1,1,13,2,7
"2867",2,7,50,250000,0,0,0,0,0,0,1,1,11,5,7
"2868",1,7,48,4e+05,0,0,0,0,0,1,0,1,9,2,6
"2869",2,7,42,150000,0,0,0,0,0,0,1,1,13,5,7
"2870",1,7,22,4e+05,0,0,0,0,0,0,1,1,13,5,7
"2871",2,7,25,4e+05,0,0,0,0,0,0,1,1,13,5,7
"2872",1,7,48,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2873",1,7,21,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2874",1,7,56,965000,0,0,0,0,0,0,1,1,9,5,7
"2875",2,7,45,8e+05,0,0,0,0,0,0,1,1,7,5,7
"2876",1,7,22,499691.966803432,0,0,0,0,0,0,1,1,9,5,7
"2877",2,7,50,420000,0,0,0,0,0,0,1,2,7,5,7
"2878",1,7,39,250000,0,0,0,0,0,0,1,2,9,5,7
"2879",1,7,36,2e+05,0,0,0,0,0,0,1,2,9,5,7
"2880",2,7,36,6e+05,0,0,0,0,0,0,1,2,9,3,7
"2881",1,7,51,5e+05,0,0,0,0,0,0,1,2,9,2,7
"2882",1,7,62,1e+05,0,0,0,0,0,0,1,2,7,2,7
"2883",1,7,58,250000,0,0,0,0,0,0,1,2,1,5,7
"2884",2,7,29,6e+05,0,0,0,0,0,0,1,1,9,5,7
"2885",1,7,31,450000,0,0,0,0,0,0,1,1,13,3,7
"2886",2,7,46,5e+05,0,0,0,0,0,0,1,1,9,5,7
"2887",1,7,47,4e+05,0,0,0,0,0,0,1,2,9,5,7
"2888",2,7,38,2e+05,0,0,0,0,0,0,1,2,7,5,7
"2889",1,7,47,1600000,0,0,0,0,0,0,1,2,13,5,7
"2890",1,7,66,4e+05,0,0,0,0,0,0,1,2,9,5,7
"2891",2,7,41,450000,0,0,0,0,0,0,1,2,9,5,7
"2892",1,7,55,450000,0,0,0,0,0,0,1,2,7,2,7
"2893",1,7,26,4e+05,0,0,0,0,0,0,1,1,9,2,7
"2894",2,7,50,6e+05,0,0,0,0,0,0,1,1,9,4,7
"2895",2,7,29,4e+05,0,0,0,0,0,0,1,1,9,4,7
"2896",1,7,25,250000,0,0,0,0,0,0,1,1,9,2,7
"2897",1,7,51,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2898",2,7,38,60000,0,0,0,0,0,0,1,2,9,5,7
"2899",2,7,58,499691.966803432,0,0,0,0,0,0,1,2,7,5,7
"2900",1,7,63,2e+05,0,0,0,0,0,0,1,2,7,5,7
"2901",1,7,36,250000,0,0,0,0,0,0,1,2,9,5,7
"2902",1,7,24,499691.966803432,0,0,0,0,0,0,1,2,9,5,7
"2903",1,7,56,6e+05,0,0,0,0,0,0,1,2,11,2,7
"2904",2,7,48,85000,0,0,0,0,0,0,1,2,7,5,7
"2905",1,7,22,450000,0,0,0,0,0,0,1,2,11,5,7
"2906",1,7,37,4e+05,0,0,0,0,0,0,1,2,9,5,7
"2907",1,7,63,450000,0,0,0,0,0,0,1,2,7,5,7
"2908",2,7,41,5e+05,0,0,0,0,0,0,1,2,9,5,7
"2909",1,7,40,230000,0,0,0,0,0,0,1,2,7,2,7
"2910",1,7,52,420000,0,0,0,0,0,0,1,2,7,5,7
"2911",1,7,53,4e+05,0,0,0,0,0,0,1,2,9,5,7
"2912",1,7,21,4e+05,0,0,0,0,0,0,1,2,9,5,7
"2913",1,7,50,4e+05,0,0,0,0,0,0,1,1,9,2,7
"2914",1,7,22,4e+05,0,0,0,0,0,0,1,1,12,2,7
"2915",2,7,53,2e+05,0,0,0,0,0,0,1,1,9,5,7
"2916",2,7,28,4e+05,0,0,0,0,0,0,1,1,13,3,7
"2917",1,7,62,8e+05,0,0,0,0,0,0,1,1,12,2,7
"2918",1,7,62,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2919",1,7,41,650000,0,0,0,0,0,0,1,1,9,5,7
"2920",2,7,39,480000,0,0,0,0,0,0,1,1,12,4,7
"2921",1,7,30,4e+05,0,0,0,0,0,0,1,1,13,5,7
"2922",2,7,61,180000,0,0,0,0,0,0,1,1,7,5,7
"2923",1,7,64,490000,0,0,0,0,0,0,1,1,7,5,7
"2924",2,7,35,430000,0,0,0,0,0,0,1,1,11,4,7
"2925",2,7,29,425000,0,0,0,0,0,0,1,1,12,5,7
"2926",2,7,34,620000,0,0,0,0,0,0,1,1,9,5,7
"2927",1,7,70,6e+05,0,0,0,0,0,0,1,1,6,5,7
"2928",1,7,38,6e+05,0,0,0,0,0,0,1,1,11,5,7
"2929",1,7,59,2e+05,0,0,0,0,0,0,1,1,9,2,7
"2930",2,7,53,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2931",1,7,30,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2932",1,7,41,4e+05,0,0,0,0,0,0,1,1,11,2,7
"2933",2,7,47,360000,0,0,0,0,0,0,1,1,9,3,7
"2934",1,7,46,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2935",1,7,25,6e+05,0,0,0,0,0,0,1,1,12,1,7
"2936",2,7,60,150000,1,0,0,0,0,0,0,2,11,2,1
"2937",2,7,33,385000,0,0,0,0,0,0,1,2,9,5,7
"2938",1,7,37,385000,0,0,0,0,0,0,1,2,9,5,7
"2939",1,7,67,250000,0,0,0,0,0,0,1,1,7,5,7
"2940",1,7,20,330000,0,0,0,0,0,0,1,1,9,5,7
"2941",2,7,42,120000,0,0,0,0,0,0,1,1,9,7,7
"2942",2,7,56,4e+05,0,0,0,0,0,0,1,1,9,5,7
"2943",2,7,57,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2944",1,7,52,4e+05,0,0,0,0,0,0,1,1,7,5,7
"2945",2,7,42,580000,0,0,0,0,0,0,1,1,12,3,7
"2946",1,7,64,450000,0,0,0,0,0,0,1,2,9,5,7
"2947",1,7,33,450000,0,0,0,0,0,0,1,2,11,5,7
"2948",1,7,51,350000,0,0,0,0,0,1,0,2,7,5,6
"2949",1,7,19,273000,0,0,0,0,0,1,0,2,7,5,6
"2950",1,7,40,7e+05,0,0,0,0,0,0,1,2,9,1,7
"2951",2,7,41,350000,0,0,0,0,0,0,1,2,9,1,7
"2952",2,7,67,2e+05,0,0,0,0,0,0,1,2,6,2,7
"2953",1,7,50,416000,0,0,0,0,0,0,1,2,7,2,7
"2954",1,7,50,416000,0,0,0,0,0,0,1,2,7,2,7
"2955",2,7,42,270000,0,0,0,0,0,0,1,2,9,4,7
"2956",2,7,65,450000,0,0,0,0,0,0,1,2,7,5,7
"2957",1,7,24,250000,0,0,0,0,0,0,1,1,9,5,7
"2958",2,7,48,515000,0,0,0,0,0,0,1,1,9,2,7
"2959",2,7,50,499691.966803432,1,0,0,0,0,0,0,1,7,2,1
"2960",1,7,55,499691.966803432,1,0,0,0,0,0,0,1,7,2,1
"2961",2,7,45,280000,0,0,0,0,0,0,1,1,7,2,7
"2962",1,7,27,6e+05,0,0,0,0,0,0,1,1,13,5,7
"2963",2,7,27,6e+05,0,0,0,0,0,0,1,1,13,5,7
"2964",2,7,22,60000,0,0,0,0,0,0,1,1,12,5,7
"2965",2,7,41,350000,0,0,0,0,0,0,1,1,12,3,7
"2966",1,7,40,6e+05,0,0,0,0,0,0,1,1,9,5,7
"2967",2,7,29,450000,0,0,0,0,0,0,1,1,13,5,7
"2968",2,7,55,6e+05,0,0,0,0,0,0,1,1,13,2,7
"2969",1,7,21,450000,0,0,0,0,0,0,1,1,9,5,7
"2970",1,7,57,480000,0,0,0,0,0,0,1,1,13,3,7
"2971",1,7,58,470000,0,0,0,0,0,0,1,1,9,5,7
"2972",1,7,33,540000,0,0,0,0,0,0,1,1,11,5,7
"2973",1,7,60,7e+05,0,0,0,0,0,0,1,1,7,5,7
"2974",2,7,59,350000,0,0,0,0,0,0,1,1,9,5,7
"2975",2,7,56,350000,0,0,0,0,0,0,1,1,7,2,7
"2976",2,7,28,280000,0,0,0,0,0,0,1,1,13,2,7
"2977",2,7,38,5e+05,0,0,0,0,0,0,1,1,9,2,7
"2978",2,7,38,1300000,0,0,0,0,0,0,1,1,13,3,7
"2979",1,7,39,1100000,0,0,0,0,0,0,1,1,12,5,7
"2980",1,7,41,3e+06,0,0,0,0,0,0,1,1,14,3,7
"2981",2,7,45,2500000,0,0,0,0,0,0,1,1,13,3,7
"2982",1,7,43,870447,0,0,0,0,0,0,1,1,13,2,7
"2983",2,7,44,499691.966803432,0,0,0,0,0,0,1,1,13,2,7
"2984",1,7,70,499691.966803432,0,0,0,0,0,0,1,1,11,9,7
"2985",2,7,61,1500000,0,0,0,0,0,0,1,1,14,1,7
"2986",2,7,35,2500000,0,0,0,0,0,0,1,1,14,4,7
"2987",2,7,41,1e+06,0,0,0,0,0,0,1,1,13,5,7
"2988",1,7,36,1e+06,0,0,0,0,0,0,1,1,14,4,7
"2989",1,7,60,5e+05,0,0,0,0,0,0,1,1,11,2,7
"2990",2,7,35,1500000,0,0,0,0,0,0,1,1,13,5,7
"2991",1,7,29,7e+05,0,0,0,0,0,0,1,1,12,3,7
"2992",1,7,34,7e+05,0,0,0,0,0,0,1,1,12,5,7
"2993",2,7,36,720000,0,0,0,0,0,0,1,1,13,3,7
"2994",1,7,43,9e+05,0,0,0,0,0,0,1,1,9,3,7
"2995",1,7,61,632000,0,0,0,0,0,0,1,1,9,5,7
"2996",2,7,74,160000,1,0,0,0,0,0,0,1,6,5,1
"2997",1,7,72,160000,0,0,0,0,1,0,0,1,8,5,5
"2998",2,7,32,150000,0,0,0,0,0,0,1,1,12,7,7
"2999",1,7,60,4e+05,0,0,0,0,0,0,1,1,7,2,7
"3000",1,7,27,350000,0,0,0,0,0,0,1,1,9,5,7
"3001",1,7,43,550000,0,0,0,0,0,0,1,1,9,5,7
"3002",1,7,49,360000,0,0,0,0,0,0,1,1,7,5,7
"3003",2,7,25,2e+05,0,0,0,0,0,0,1,1,9,3,7
"3004",2,7,62,499691.966803432,0,0,0,0,0,0,1,1,9,7,7
"3005",1,7,55,650000,0,0,0,0,0,0,1,1,7,5,7
"3006",2,7,65,5e+05,0,0,0,0,0,0,1,1,9,5,7
"3007",1,7,28,5e+05,0,0,0,0,0,0,1,1,9,5,7
"3008",1,7,25,5e+05,0,0,0,0,0,0,1,1,9,5,7
"3009",2,7,57,5e+05,1,0,0,0,0,0,0,1,9,5,1
"3010",1,7,58,4e+05,0,0,0,0,0,0,1,2,7,5,7
"3011",1,7,60,4e+05,0,0,0,0,0,0,1,2,7,5,7
"3012",2,7,45,4e+05,0,0,0,0,0,0,1,2,12,3,7
"3013",2,7,18,80000,0,0,0,0,0,0,1,2,13,5,7
"3014",1,7,30,7e+05,0,0,0,0,0,0,1,2,12,4,7
"3015",2,7,26,7e+05,0,0,0,0,0,0,1,2,13,5,7
"3016",1,7,48,1500000,0,0,0,0,0,0,1,2,7,2,7
"3017",1,7,25,1500000,0,0,0,0,0,0,1,2,12,2,7
