"","sexo","region","edad","yoprcor","s31c1","zona","e6a","o15","yoprcoripc"
"1180",1,7,46,350000,7,2,7,2,483357.010939054
"1181",1,7,29,4e+05,7,2,7,5,552408.012501776
"1182",2,7,32,250000,7,2,9,5,345255.00781361
"1183",1,7,68,241000,1,2,6,5,332825.82753232
"1184",1,7,53,4e+05,6,2,9,2,552408.012501776
"1185",1,7,69,3e+05,7,2,14,1,414306.009376332
"1186",1,7,56,2e+05,7,2,7,5,276204.006250888
"1187",1,7,53,4e+06,7,2,16,4,5524080.12501776
"1188",1,7,47,370000,7,2,9,5,510977.411564143
"1189",1,7,49,350000,7,2,9,5,483357.010939054
"1190",1,7,32,450000,7,2,11,5,621459.014064498
"1191",1,7,40,380000,7,2,11,2,524787.611876687
"1192",2,7,53,230000,7,2,7,2,317634.607188521
"1193",2,7,56,112000,7,2,11,7,154674.243500497
"1194",1,7,53,2e+05,7,2,11,2,276204.006250888
"1195",1,7,54,3e+05,7,2,7,5,414306.009376332
"1196",2,7,52,240000,7,2,9,5,331444.807501065
"1197",1,7,24,240000,7,2,9,5,331444.807501065
"1198",1,7,37,241000,7,2,9,5,332825.82753232
"1199",2,7,29,241000,7,2,7,5,332825.82753232
"1200",1,7,28,7e+05,7,2,15,5,966714.021878108
"1201",1,7,29,850000,7,2,15,5,1173867.02656627
"1202",2,7,28,240000,7,2,9,5,331444.807501065
"1203",1,7,60,280000,7,2,1,5,386685.608751243
"1204",2,7,72,80000,1,2,6,2,110481.602500355
"1205",1,7,36,1910000,7,2,9,5,2637748.25969598
"1206",2,7,49,18000,7,2,9,1,24858.3605625799
"1207",1,7,63,241000,7,2,9,5,332825.82753232
"1208",1,7,48,250000,7,2,7,2,345255.00781361
"1209",1,7,42,320000,7,2,11,5,441926.410001421
"1210",2,7,42,380000,7,2,11,3,524787.611876687
"1211",1,7,72,1e+05,7,2,1,2,138102.003125444
"1212",1,7,21,450000,7,2,11,3,621459.014064498
"1213",2,7,27,9e+05,7,1,15,5,1242918.028129
"1214",1,7,24,606000,7,1,12,5,836898.13894019
"1215",2,7,57,2e+05,7,1,9,2,276204.006250888
"1216",1,7,54,6e+05,7,1,9,5,828612.018752664
"1217",1,7,26,6e+05,7,1,13,5,828612.018752664
"1218",2,7,61,1200000,7,1,15,2,1657224.03750533
"1219",2,7,74,40000,7,1,6,2,55240.8012501776
"1220",1,7,47,420000,7,1,9,5,580028.413126865
"1221",1,7,36,240000,7,1,7,2,331444.807501065
"1222",1,7,49,3e+05,7,1,13,1,414306.009376332
"1223",1,7,49,2500000,1,1,15,5,3452550.0781361
"1224",1,7,43,6e+05,7,1,13,2,828612.018752664
"1225",2,7,52,240000,7,1,9,7,331444.807501065
"1226",1,7,18,240000,7,1,7,5,331444.807501065
"1227",1,7,53,2e+05,7,1,7,2,276204.006250888
"1228",2,7,45,650000,7,1,15,3,897663.020315386
"1229",1,7,70,25000,7,1,6,2,34525.500781361
"1230",2,7,37,515737,7,1,15,3,712243.127859071
"1231",1,7,42,550516,7,1,13,3,760273.623526069
"1232",1,7,26,241000,7,1,11,5,332825.82753232
"1233",2,7,22,231000,7,1,9,4,319015.627219776
"1234",1,7,67,150000,7,1,7,5,207153.004688166
"1235",2,7,63,150000,7,1,9,2,207153.004688166
"1236",2,7,60,70000,7,1,9,5,96671.4021878108
"1237",1,7,46,241000,7,1,9,5,332825.82753232
"1238",1,7,52,4e+05,7,1,9,5,552408.012501776
"1239",2,7,51,1e+05,7,1,9,5,138102.003125444
"1240",1,7,51,2500000,7,1,15,5,3452550.0781361
"1241",2,7,66,1e+05,7,1,7,7,138102.003125444
"1242",1,7,44,5e+05,7,1,7,2,690510.01562722
"1243",1,7,26,3e+05,7,1,9,2,414306.009376332
"1244",1,7,24,3e+05,7,1,9,2,414306.009376332
"1245",1,7,61,440000,7,1,6,2,607648.813751953
"1246",1,7,50,240000,7,1,9,5,331444.807501065
"1247",2,7,29,240000,7,1,9,5,331444.807501065
"1248",1,7,53,4e+05,7,1,9,5,552408.012501776
"1249",1,7,63,630000,7,1,9,5,870042.619690297
"1250",1,7,53,4e+05,7,1,9,2,552408.012501776
"1251",2,7,34,480000,7,1,9,5,662889.615002131
"1252",2,7,29,415000,7,1,9,5,573123.312970592
"1253",1,7,44,336705,7,1,9,5,464996.349623526
"1254",1,7,41,241000,7,1,7,5,332825.82753232
"1255",1,7,47,260000,7,1,7,5,359065.208126154
"1256",2,7,32,197000,7,1,11,3,272060.946157125
"1257",1,7,63,3e+05,7,1,7,5,414306.009376332
"1258",2,7,42,3e+05,7,1,9,3,414306.009376332
"1259",1,7,44,7e+05,7,1,15,2,966714.021878108
"1260",2,7,52,6e+05,7,1,15,3,828612.018752664
"1261",1,7,48,450000,1,1,11,5,621459.014064498
"1262",1,7,49,440000,7,1,11,5,607648.813751953
"1263",1,7,47,3e+05,7,1,7,5,414306.009376332
"1264",1,7,33,240000,7,1,9,5,331444.807501065
"1265",1,7,54,250000,7,1,7,5,345255.00781361
"1266",2,7,53,150000,7,1,7,7,207153.004688166
"1267",1,7,33,1e+05,7,1,12,5,138102.003125444
"1268",2,7,25,350000,7,1,14,3,483357.010939054
"1269",1,7,20,250000,7,1,11,5,345255.00781361
"1270",1,7,51,3e+05,7,1,7,5,414306.009376332
"1271",2,7,46,240000,7,1,9,5,331444.807501065
"1272",1,7,61,1400000,7,1,9,1,1933428.04375622
"1273",1,7,42,3e+05,7,1,7,5,414306.009376332
"1274",1,7,40,3e+05,7,1,11,5,414306.009376332
"1275",1,7,43,5e+05,7,1,11,5,690510.01562722
"1276",2,7,39,3e+05,7,1,11,5,414306.009376332
"1277",1,7,64,350000,7,1,8,3,483357.010939054
"1278",2,7,52,270000,7,1,9,5,372875.408438699
"1279",2,7,54,4e+05,7,1,15,3,552408.012501776
"1280",1,7,27,5e+05,7,1,15,4,690510.01562722
"1281",2,7,38,350000,7,1,9,3,483357.010939054
"1282",1,7,30,6e+05,7,1,9,5,828612.018752664
"1283",1,7,45,4e+05,7,1,14,2,552408.012501776
"1284",1,7,63,241000,7,1,7,5,332825.82753232
"1285",2,7,48,240000,7,1,7,7,331444.807501065
"1286",1,7,27,251000,7,1,13,5,346636.027844864
"1287",2,7,39,2e+05,7,1,7,7,276204.006250888
"1288",1,7,28,3e+05,7,1,9,5,414306.009376332
"1289",2,7,48,350000,7,1,9,2,483357.010939054
"1290",1,7,66,6e+05,7,1,8,5,828612.018752664
"1291",2,7,32,280000,7,1,9,3,386685.608751243
"1292",1,7,61,240000,7,1,7,5,331444.807501065
"1293",2,7,49,120000,7,1,9,5,165722.403750533
"1294",1,7,47,4e+05,7,1,9,5,552408.012501776
"1295",2,7,42,241000,7,1,9,5,332825.82753232
"1296",1,7,49,360000,7,1,9,5,497167.211251598
"1297",2,7,34,150000,7,1,9,5,207153.004688166
"1298",1,7,63,241000,7,1,9,3,332825.82753232
"1299",1,7,19,241000,7,1,9,5,332825.82753232
"1300",2,7,21,241000,7,1,9,5,332825.82753232
"1301",1,7,20,240000,7,1,9,5,331444.807501065
"1302",1,7,45,240000,7,1,7,5,331444.807501065
"1303",1,7,47,750000,7,1,11,5,1035765.02344083
"1304",2,7,47,320000,7,1,13,3,441926.410001421
"1305",1,7,50,331682.693154403,7,1,9,5,458060.44326665
"1306",1,7,29,331682.693154403,7,1,11,5,458060.44326665
"1307",1,7,57,5e+05,7,1,15,4,690510.01562722
"1308",2,7,40,3e+05,7,1,15,4,414306.009376332
"1309",2,7,55,80000,7,1,7,7,110481.602500355
"1310",1,7,23,4e+05,7,1,12,5,552408.012501776
"1311",2,7,59,2e+05,7,1,7,1,276204.006250888
"1312",1,7,58,240000,7,1,7,5,331444.807501065
"1313",1,7,23,240000,7,1,9,5,331444.807501065
"1314",1,7,26,240000,7,1,9,5,331444.807501065
"1315",1,7,63,150000,7,1,7,5,207153.004688166
"1316",1,7,22,3e+05,7,1,9,5,414306.009376332
"1317",1,7,50,8e+05,7,1,9,2,1104816.02500355
"1318",1,7,39,250000,7,1,7,5,345255.00781361
"1319",2,7,18,150000,7,1,7,7,207153.004688166
"1320",1,7,62,380000,7,1,6,5,524787.611876687
"1321",2,7,65,1e+05,7,1,9,7,138102.003125444
"1322",2,7,20,1e+05,7,1,9,2,138102.003125444
"1323",1,7,44,3e+05,7,1,11,2,414306.009376332
"1324",1,7,20,275000,7,1,9,5,379780.508594971
"1325",1,7,63,245000,7,1,7,5,338349.907657338
"1326",2,7,25,4e+05,7,1,15,5,552408.012501776
"1327",1,7,29,720000,7,1,15,5,994334.422503196
"1328",2,7,29,630000,7,1,15,3,870042.619690297
"1329",1,7,42,3e+05,7,1,9,5,414306.009376332
"1330",2,7,53,8e+05,7,1,15,3,1104816.02500355
"1331",1,7,34,5e+05,7,1,9,2,690510.01562722
"1332",2,7,59,7e+05,7,1,15,3,966714.021878108
"1333",1,7,45,5e+05,7,1,9,5,690510.01562722
"1334",2,7,46,280000,7,1,9,5,386685.608751243
"1335",1,7,29,245000,7,1,9,5,338349.907657338
"1336",2,7,30,245000,7,1,9,5,338349.907657338
"1337",1,7,46,240000,7,1,9,5,331444.807501065
"1338",1,7,51,350000,7,1,11,5,483357.010939054
"1339",2,7,49,3e+05,7,1,13,3,414306.009376332
"1340",1,7,48,245000,7,1,11,4,338349.907657338
"1341",1,7,47,350000,7,1,9,5,483357.010939054
"1342",2,7,49,220000,7,1,11,5,303824.406875977
"1343",1,7,53,776158,7,1,13,3,1071889.74541838
"1344",1,7,38,480000,7,1,9,5,662889.615002131
"1345",2,7,53,265000,7,1,9,3,365970.308282426
"1346",2,7,26,240000,7,1,9,5,331444.807501065
"1347",1,7,54,650000,7,1,9,5,897663.020315386
"1348",2,7,54,5e+05,7,1,13,3,690510.01562722
"1349",1,7,54,3e+05,7,1,9,5,414306.009376332
"1350",2,7,49,2e+05,7,1,7,5,276204.006250888
"1351",1,7,28,240000,7,1,7,5,331444.807501065
"1352",1,7,54,5e+05,7,1,7,2,690510.01562722
"1353",2,7,58,4e+05,7,1,7,2,552408.012501776
"1354",1,7,32,1e+05,7,1,9,2,138102.003125444
"1355",1,7,54,240000,7,1,7,5,331444.807501065
"1356",1,7,47,340000,7,1,9,3,469546.810626509
"1357",2,7,41,240000,7,1,9,3,331444.807501065
"1358",1,7,24,240000,7,1,7,5,331444.807501065
"1359",2,7,58,3e+05,7,1,7,2,414306.009376332
"1360",1,7,57,245000,7,1,7,3,338349.907657338
"1361",2,7,48,120000,7,1,7,3,165722.403750533
"1362",1,7,46,400678,7,1,9,5,553344.344082966
"1363",1,7,29,450000,7,1,14,5,621459.014064498
"1364",1,7,50,3e+05,7,1,9,5,414306.009376332
"1365",2,7,24,3e+05,7,1,9,5,414306.009376332
"1366",1,7,30,240000,7,1,7,5,331444.807501065
"1367",2,7,24,3e+05,7,1,11,5,414306.009376332
"1368",1,7,30,350000,7,1,9,5,483357.010939054
"1369",2,7,52,2e+05,7,1,7,7,276204.006250888
"1370",1,7,35,320000,7,1,11,5,441926.410001421
"1371",1,7,55,350000,7,1,9,5,483357.010939054
"1372",1,7,27,240000,7,1,9,5,331444.807501065
"1373",1,7,53,280000,7,1,7,5,386685.608751243
"1374",1,7,25,280000,7,1,9,5,386685.608751243
"1375",1,7,23,160000,7,1,9,5,220963.20500071
"1376",2,7,20,120000,7,1,9,7,165722.403750533
"1377",1,7,51,260000,7,1,9,5,359065.208126154
"1378",1,7,19,260000,7,1,9,5,359065.208126154
"1379",1,7,34,450000,7,1,7,5,621459.014064498
"1380",1,7,28,3e+05,7,1,9,5,414306.009376332
"1381",1,7,34,380000,7,1,9,5,524787.611876687
"1382",1,7,34,2e+05,7,1,7,5,276204.006250888
"1383",1,7,56,400678,7,1,9,5,553344.344082966
"1384",2,7,23,240000,7,1,9,5,331444.807501065
"1385",1,7,19,240000,7,1,9,5,331444.807501065
"1386",1,7,59,240000,7,1,7,5,331444.807501065
"1387",1,7,59,331682.693154403,7,1,7,5,458060.44326665
"1388",2,7,47,220000,7,1,9,2,303824.406875977
"1389",1,7,62,240000,7,1,9,3,331444.807501065
"1390",1,7,53,350000,7,1,9,5,483357.010939054
"1391",1,7,39,450000,7,1,9,5,621459.014064498
"1392",1,7,54,240000,7,1,9,2,331444.807501065
"1393",2,7,50,220000,7,1,9,3,303824.406875977
"1394",1,7,57,3e+05,7,1,11,5,414306.009376332
"1395",1,7,43,240000,7,1,9,5,331444.807501065
"1396",2,7,24,180000,7,1,14,5,248583.605625799
"1397",2,7,62,241000,7,1,9,3,332825.82753232
"1398",1,7,63,350000,7,1,6,5,483357.010939054
"1399",1,7,65,3e+05,7,1,13,2,414306.009376332
"1400",2,7,64,3e+05,7,1,8,2,414306.009376332
"1401",1,7,53,360000,7,1,9,2,497167.211251598
"1402",1,7,25,260000,7,1,9,5,359065.208126154
"1403",1,7,32,5e+05,7,1,11,5,690510.01562722
"1404",1,7,60,240000,7,1,9,5,331444.807501065
"1405",1,7,57,250000,7,1,7,5,345255.00781361
"1406",1,7,26,250000,7,1,9,5,345255.00781361
"1407",2,7,35,4e+05,7,1,15,3,552408.012501776
"1408",2,7,33,240000,7,1,9,2,331444.807501065
"1409",1,7,57,280000,7,1,7,5,386685.608751243
"1410",1,7,50,4e+05,7,1,9,5,552408.012501776
"1411",1,7,20,280000,7,1,9,5,386685.608751243
"1412",1,7,29,60000,7,1,7,5,82861.2018752664
"1413",2,7,27,40000,7,1,7,7,55240.8012501776
"1414",2,7,48,250000,7,1,9,3,345255.00781361
"1415",1,7,24,1200000,7,1,15,5,1657224.03750533
"1416",1,7,63,8e+05,7,1,9,5,1104816.02500355
"1417",1,7,67,6e+05,7,1,17,1,828612.018752664
"1418",2,7,60,9e+05,7,1,17,2,1242918.028129
"1419",1,7,27,5e+05,7,1,17,5,690510.01562722
"1420",2,7,35,4e+05,7,1,17,3,552408.012501776
"1421",1,7,49,380000,7,1,9,4,524787.611876687
"1422",2,7,53,7e+05,7,1,15,3,966714.021878108
"1423",1,7,62,1500000,7,1,9,1,2071530.04688166
"1424",2,7,57,229353,5,1,9,1,316741.087228299
"1425",1,7,59,5e+05,7,1,11,2,690510.01562722
"1426",1,7,40,245000,7,1,9,5,338349.907657338
"1427",2,7,40,280000,7,1,9,5,386685.608751243
"1428",1,7,63,5e+05,7,1,15,5,690510.01562722
"1429",2,7,58,550000,7,1,15,5,759561.017189942
"1430",1,7,37,350000,7,1,11,2,483357.010939054
"1431",1,7,62,6e+05,7,1,9,5,828612.018752664
"1432",1,7,46,4e+05,7,1,7,5,552408.012501776
"1433",2,7,36,1e+05,7,1,9,2,138102.003125444
"1434",1,7,65,3e+05,7,1,9,5,414306.009376332
"1435",2,7,28,3e+05,7,1,13,3,414306.009376332
"1436",1,7,52,7e+05,7,1,9,5,966714.021878108
"1437",2,7,50,270000,7,1,11,5,372875.408438699
"1438",1,7,28,720000,7,1,15,3,994334.422503196
"1439",2,7,28,660000,7,1,15,3,911473.22062793
"1440",1,7,62,240000,7,1,6,5,331444.807501065
"1441",1,7,41,260000,7,1,9,5,359065.208126154
"1442",1,7,18,280000,7,1,11,5,386685.608751243
"1443",1,7,64,3e+05,7,1,11,2,414306.009376332
"1444",1,7,61,240000,7,1,9,3,331444.807501065
"1445",1,7,40,305000,7,2,9,5,421211.109532604
"1446",1,7,19,295000,7,2,9,8,407400.90922006
"1447",1,7,41,9e+05,7,2,13,5,1242918.028129
"1448",2,7,53,240000,7,2,7,5,331444.807501065
"1449",1,7,44,331682.693154403,7,2,9,2,458060.44326665
"1450",2,7,39,265000,7,2,9,3,365970.308282426
"1451",1,7,39,290000,7,2,7,5,400495.809063787
"1452",2,7,63,280000,7,2,9,3,386685.608751243
"1453",2,7,29,550000,7,2,15,3,759561.017189942
"1454",2,7,52,120000,7,2,7,5,165722.403750533
"1455",1,7,19,248262,7,2,7,5,342854.79499929
"1456",1,7,52,240000,7,2,7,5,331444.807501065
"1457",2,7,40,60000,7,2,7,7,82861.2018752664
"1458",1,7,28,66000,7,2,11,5,91147.322062793
"1459",1,7,42,6e+05,7,2,15,3,828612.018752664
"1460",2,7,41,6e+05,7,2,15,3,828612.018752664
"1461",1,7,40,240000,7,2,7,5,331444.807501065
"1462",1,7,49,241000,7,2,7,5,332825.82753232
"1463",1,7,19,241000,7,2,9,5,332825.82753232
"1464",1,7,38,3e+05,7,2,9,3,414306.009376332
"1465",1,7,34,2e+05,7,2,7,5,276204.006250888
"1466",1,7,61,240000,7,2,7,2,331444.807501065
"1467",1,7,58,241000,7,2,7,5,332825.82753232
"1468",1,7,39,3e+05,7,2,7,2,414306.009376332
"1469",1,7,18,350000,7,2,7,5,483357.010939054
"1470",1,7,31,850000,7,2,15,1,1173867.02656627
"1471",1,7,50,150000,7,2,7,5,207153.004688166
"1472",1,7,48,150000,7,2,7,5,207153.004688166
"1473",1,7,52,350000,7,2,7,3,483357.010939054
"1474",1,7,29,3e+05,7,2,11,5,414306.009376332
"1475",1,7,40,1e+05,7,2,15,2,138102.003125444
"1476",2,7,31,1e+05,7,2,15,2,138102.003125444
"1477",2,7,63,1e+05,7,2,1,2,138102.003125444
"1478",1,7,55,241000,7,2,7,5,332825.82753232
"1479",1,7,58,180000,7,2,7,2,248583.605625799
"1480",2,7,65,232000,7,2,9,7,320396.64725103
"1481",2,7,28,3e+05,7,2,7,2,414306.009376332
"1482",1,7,51,3e+05,7,2,9,2,414306.009376332
"1483",1,7,60,241000,7,2,11,5,332825.82753232
"1484",1,7,58,240000,7,2,7,5,331444.807501065
"1485",1,7,52,230000,7,2,7,5,317634.607188521
"1486",1,7,49,4e+05,7,2,7,5,552408.012501776
"1487",2,7,45,240000,7,2,9,5,331444.807501065
"1488",1,7,40,245000,7,2,9,5,338349.907657338
"1489",2,7,37,120000,7,2,7,5,165722.403750533
"1490",1,7,33,330000,7,2,7,5,455736.610313965
"1491",2,7,39,193000,7,2,7,5,266536.866032107
"1492",1,7,70,80000,7,2,6,5,110481.602500355
"1493",1,7,43,5e+05,7,2,7,1,690510.01562722
"1494",1,7,34,331682.693154403,7,2,7,5,458060.44326665
"1495",1,7,57,350000,7,2,7,1,483357.010939054
"1496",1,7,62,331682.693154403,7,2,11,9,458060.44326665
"1497",2,7,54,1e+05,7,2,7,2,138102.003125444
"1498",2,7,32,331682.693154403,7,2,7,9,458060.44326665
"1499",2,7,29,331682.693154403,7,2,7,9,458060.44326665
"1500",1,7,60,331682.693154403,7,2,7,9,458060.44326665
"1501",1,7,38,6e+05,7,2,7,5,828612.018752664
"1502",1,7,61,3e+05,7,2,9,5,414306.009376332
"1503",1,7,66,240000,7,1,6,5,331444.807501065
"1504",1,7,75,25000,7,1,6,2,34525.500781361
"1505",1,7,46,1e+05,7,1,9,1,138102.003125444
"1506",1,7,41,2e+05,7,1,7,5,276204.006250888
"1507",2,7,20,331682.693154403,7,1,9,3,458060.44326665
"1508",1,7,38,1e+05,7,1,7,2,138102.003125444
"1509",1,7,30,120000,7,1,7,5,165722.403750533
"1510",1,7,36,70000,7,1,7,2,96671.4021878108
"1511",1,7,56,331682.693154403,7,1,9,2,458060.44326665
"1512",1,7,54,331682.693154403,7,1,9,2,458060.44326665
"1513",1,7,56,2e+05,7,1,7,2,276204.006250888
"1514",2,7,50,240000,7,1,9,4,331444.807501065
"1515",2,7,49,104000,7,1,9,5,143626.083250462
"1516",2,7,32,350000,7,1,13,3,483357.010939054
"1517",1,7,43,5e+05,7,1,13,3,690510.01562722
"1518",1,7,56,1e+06,7,1,9,2,1381020.03125444
"1519",2,7,39,4e+05,7,1,9,2,552408.012501776
"1520",1,7,30,8e+05,7,1,13,1,1104816.02500355
"1521",2,7,33,4e+05,7,1,15,4,552408.012501776
"1522",1,7,34,380000,7,1,9,5,524787.611876687
"1523",2,7,77,150000,7,1,8,1,207153.004688166
"1524",2,7,55,420000,7,1,14,3,580028.413126865
"1525",1,7,49,350000,3,1,15,2,483357.010939054
"1526",1,7,49,350000,7,1,9,2,483357.010939054
"1527",2,7,46,3e+05,7,1,13,2,414306.009376332
"1528",1,7,59,240000,7,1,11,5,331444.807501065
"1529",2,7,65,1e+06,7,1,9,1,1381020.03125444
"1530",1,7,34,760000,7,1,15,3,1049575.22375337
"1531",2,7,27,270000,7,1,15,3,372875.408438699
"1532",2,7,54,8e+05,7,1,9,3,1104816.02500355
"1533",2,7,53,350000,7,1,9,3,483357.010939054
"1534",2,7,51,70000,7,1,9,2,96671.4021878108
"1535",2,7,43,3e+05,7,1,13,2,414306.009376332
"1536",1,7,28,6e+05,7,1,12,5,828612.018752664
"1537",1,7,44,331682.693154403,7,1,7,2,458060.44326665
"1538",2,7,27,1e+05,7,1,15,2,138102.003125444
"1539",2,7,41,470000,7,1,13,3,649079.414689586
"1540",1,7,35,5e+05,7,1,9,3,690510.01562722
"1541",2,7,40,8e+05,7,1,15,3,1104816.02500355
"1542",2,7,28,2300000,7,1,15,3,3176346.07188521
"1543",1,7,65,1200000,7,1,15,3,1657224.03750533
"1544",2,7,55,6e+05,7,1,14,3,828612.018752664
"1545",2,7,42,470000,7,1,13,3,649079.414689586
"1546",1,7,34,1300000,7,1,16,3,1795326.04063077
"1547",2,7,28,5e+05,2,1,15,3,690510.01562722
"1548",2,7,67,210000,7,1,7,2,290014.206563432
"1549",2,7,42,385000,7,1,13,3,531692.712032959
"1550",1,7,44,245000,7,1,9,3,338349.907657338
"1551",2,7,40,7e+05,7,1,15,3,966714.021878108
"1552",2,7,25,580000,7,1,15,4,800991.618127575
"1553",1,7,65,250000,7,1,9,1,345255.00781361
"1554",2,7,53,1e+05,7,1,11,5,138102.003125444
"1555",2,7,63,90000,7,2,6,5,124291.8028129
"1556",1,7,36,240000,7,2,9,5,331444.807501065
"1557",2,7,34,250000,7,2,9,5,345255.00781361
"1558",2,7,28,241000,7,2,9,5,332825.82753232
"1559",2,7,22,241000,7,2,9,5,332825.82753232
"1560",1,7,51,220000,7,2,7,5,303824.406875977
"1561",1,7,26,280000,7,2,7,5,386685.608751243
"1562",1,7,46,331682.693154403,7,2,7,2,458060.44326665
"1563",2,7,31,298000,7,2,11,5,411543.969313823
"1564",1,7,22,260000,7,2,9,5,359065.208126154
"1565",2,7,47,150000,7,2,7,5,207153.004688166
"1566",1,7,47,325000,7,2,7,5,448831.510157693
"1567",2,7,40,2e+05,7,2,9,5,276204.006250888
"1568",2,7,48,6e+05,7,2,13,3,828612.018752664
"1569",1,7,19,60000,3,2,9,5,82861.2018752664
"1570",1,7,78,150000,7,2,10,2,207153.004688166
"1571",2,7,47,50000,3,2,7,6,69051.001562722
"1572",1,7,52,120000,7,2,1,5,165722.403750533
"1573",2,7,54,150000,7,2,7,5,207153.004688166
"1574",1,7,61,2e+05,7,2,7,5,276204.006250888
"1575",1,7,56,150000,7,2,7,2,207153.004688166
"1576",1,7,54,5e+05,7,2,7,2,690510.01562722
"1577",2,7,29,241000,7,2,9,5,332825.82753232
"1578",1,7,27,241000,7,2,9,5,332825.82753232
"1579",1,7,24,241000,7,2,9,5,332825.82753232
"1580",1,7,31,241000,7,2,9,5,332825.82753232
"1581",1,7,77,241000,7,2,7,5,332825.82753232
"1582",1,7,48,3e+05,7,2,7,2,414306.009376332
"1583",1,7,22,4e+05,7,2,9,5,552408.012501776
"1584",2,7,52,241000,7,2,7,5,332825.82753232
"1585",1,7,61,240000,7,2,6,5,331444.807501065
"1586",1,7,31,240000,7,2,9,5,331444.807501065
"1587",1,7,28,241000,7,2,9,5,332825.82753232
"1588",1,7,60,241000,7,2,7,5,332825.82753232
"1589",2,7,34,1e+06,7,2,7,1,1381020.03125444
"1590",2,7,59,2e+05,7,2,7,5,276204.006250888
"1591",1,7,22,2e+05,7,2,7,5,276204.006250888
"1592",2,7,58,1e+05,7,2,7,2,138102.003125444
"1593",1,7,56,3e+05,7,2,7,5,414306.009376332
"1594",1,7,19,2e+05,7,2,9,5,276204.006250888
"1595",1,7,67,50000,7,2,1,5,69051.001562722
"1596",1,7,35,50000,7,2,7,5,69051.001562722
"1597",2,7,28,240000,7,2,9,5,331444.807501065
"1598",1,7,47,241000,7,2,7,5,332825.82753232
"1599",2,7,40,250000,7,2,7,5,345255.00781361
"1600",1,7,20,1e+06,7,2,11,5,1381020.03125444
"1601",1,7,16,150000,7,2,9,5,207153.004688166
"1602",1,7,31,331682.693154403,7,2,11,2,458060.44326665
"1603",2,7,31,150000,7,1,9,7,207153.004688166
"1604",2,7,46,150000,7,1,7,5,207153.004688166
"1605",1,7,32,220000,7,1,9,5,303824.406875977
"1606",2,7,33,3e+05,7,1,13,3,414306.009376332
"1607",1,7,48,5e+05,7,1,7,2,690510.01562722
"1608",2,7,24,3e+05,7,1,13,5,414306.009376332
"1609",1,7,19,1e+05,7,1,7,5,138102.003125444
"1610",1,7,54,250000,7,1,7,5,345255.00781361
"1611",2,7,55,160000,7,1,7,3,220963.20500071
"1612",2,7,22,350000,7,1,11,5,483357.010939054
"1613",1,7,36,380000,7,1,9,5,524787.611876687
"1614",1,7,43,6e+05,7,1,7,2,828612.018752664
"1615",2,7,42,4e+05,7,1,11,3,552408.012501776
"1616",1,7,33,260000,7,1,9,2,359065.208126154
"1617",2,7,34,1e+05,7,1,7,2,138102.003125444
"1618",1,7,28,2e+05,7,1,9,2,276204.006250888
"1619",2,7,67,150000,7,1,7,5,207153.004688166
"1620",1,7,31,5e+05,7,1,15,5,690510.01562722
"1621",2,7,34,80000,1,1,9,5,110481.602500355
"1622",1,7,58,230000,7,1,7,5,317634.607188521
"1623",1,7,30,320000,7,1,11,3,441926.410001421
"1624",2,7,26,160000,7,1,11,3,220963.20500071
"1625",2,7,53,2e+05,7,1,7,2,276204.006250888
"1626",1,7,64,230000,7,1,7,5,317634.607188521
"1627",1,7,25,230000,7,1,7,5,317634.607188521
"1628",2,7,26,230000,7,1,13,5,317634.607188521
"1629",1,7,56,4e+05,7,1,7,5,552408.012501776
"1630",1,7,35,2e+05,7,1,11,5,276204.006250888
"1631",2,7,32,3e+05,7,1,11,5,414306.009376332
"1632",1,7,75,250000,7,1,7,5,345255.00781361
"1633",1,7,63,2e+05,7,1,7,5,276204.006250888
"1634",2,7,59,50000,7,1,1,5,69051.001562722
"1635",1,7,36,2e+05,7,1,9,5,276204.006250888
"1636",1,7,34,2e+05,7,1,7,2,276204.006250888
"1637",1,7,21,2e+05,7,1,7,5,276204.006250888
"1638",1,7,39,3e+05,7,1,7,5,414306.009376332
"1639",1,7,48,120000,7,1,7,2,165722.403750533
"1640",2,7,52,1e+05,7,1,7,5,138102.003125444
"1641",1,7,32,250000,7,1,9,5,345255.00781361
"1642",2,7,28,290000,7,1,11,3,400495.809063787
"1643",1,7,23,190000,7,1,7,5,262393.805938343
"1644",1,7,23,240000,7,1,11,5,331444.807501065
"1645",1,7,59,250000,7,1,11,2,345255.00781361
"1646",2,7,54,250000,7,1,9,2,345255.00781361
"1647",1,7,31,375000,7,1,7,5,517882.511720415
"1648",1,7,53,1e+05,1,1,7,5,138102.003125444
"1649",2,7,51,80000,7,1,9,7,110481.602500355
"1650",1,7,48,1e+05,1,1,1,5,138102.003125444
"1651",1,7,44,1e+05,7,1,7,5,138102.003125444
"1652",1,7,43,1e+05,7,1,7,5,138102.003125444
"1653",1,7,58,206886,7,1,7,5,285713.710186106
"1654",1,7,53,2e+05,7,1,9,2,276204.006250888
"1655",2,7,44,389000,7,1,11,3,537216.792157977
"1656",1,7,22,190000,7,1,11,5,262393.805938343
"1657",1,7,58,150000,7,1,7,5,207153.004688166
"1658",1,7,36,320000,7,1,9,5,441926.410001421
"1659",2,7,40,110000,1,1,7,7,151912.203437988
"1660",1,7,17,250000,7,1,7,5,345255.00781361
"1661",1,7,44,5e+05,7,1,7,2,690510.01562722
