"","sexo","region","edad","yoprcor","s31c1","zona","e6a","o15","yoprcoripc"
"6049",1,7,64,274328,1,1,7,2,378852.463133968
"6050",1,7,26,350000,7,1,11,2,483357.010939054
"6051",2,7,61,350000,7,1,7,7,483357.010939054
"6052",1,7,31,350000,7,1,9,5,483357.010939054
"6053",1,7,27,580000,7,1,11,5,800991.618127575
"6054",2,7,29,240000,7,1,11,5,331444.807501065
"6055",1,7,51,120000,7,2,14,2,165722.403750533
"6056",2,7,52,120000,7,2,13,2,165722.403750533
"6057",1,7,66,331682.693154403,1,2,7,2,458060.44326665
"6058",1,7,39,4e+05,7,2,7,5,552408.012501776
"6059",1,7,58,1e+05,7,2,7,2,138102.003125444
"6060",2,7,62,192000,7,2,7,5,265155.846000852
"6061",1,7,25,5e+05,7,2,11,5,690510.01562722
"6062",1,7,66,331682.693154403,7,2,6,2,458060.44326665
"6063",1,7,50,550000,7,2,7,5,759561.017189942
"6064",1,7,24,150000,7,2,9,5,207153.004688166
"6065",1,7,27,331682.693154403,7,2,9,5,458060.44326665
"6066",1,7,59,30000,6,2,7,5,41430.6009376332
"6067",2,7,47,331682.693154403,7,2,7,5,458060.44326665
"6068",2,7,20,331682.693154403,7,2,9,5,458060.44326665
"6069",1,7,24,331682.693154403,7,2,7,5,458060.44326665
"6070",1,7,55,331682.693154403,7,2,1,5,458060.44326665
"6071",1,7,42,231000,7,2,9,5,319015.627219776
"6072",2,7,53,180000,7,2,7,5,248583.605625799
"6073",2,7,45,180000,7,2,7,5,248583.605625799
"6074",2,7,45,180000,7,2,7,5,248583.605625799
"6075",1,7,29,240000,7,2,11,5,331444.807501065
"6076",1,7,32,180000,7,2,7,5,248583.605625799
"6077",2,7,17,180000,7,2,11,5,248583.605625799
"6078",1,7,58,331682.693154403,7,2,7,2,458060.44326665
"6079",2,7,50,44000,7,2,7,7,60764.8813751953
"6080",1,7,53,240000,7,2,7,1,331444.807501065
"6081",1,7,46,1e+05,7,2,7,5,138102.003125444
"6082",2,7,35,140000,7,2,7,5,193342.804375622
"6083",1,7,16,331682.693154403,7,2,7,9,458060.44326665
"6084",1,7,41,331682.693154403,7,2,7,2,458060.44326665
"6085",1,7,45,240000,7,2,7,1,331444.807501065
"6086",1,7,31,331682.693154403,7,2,7,5,458060.44326665
"6087",2,7,32,245000,7,2,9,5,338349.907657338
"6088",1,7,54,331682.693154403,7,2,7,5,458060.44326665
"6089",2,7,46,140000,7,2,7,5,193342.804375622
"6090",2,7,21,331682.693154403,7,2,11,5,458060.44326665
"6091",1,7,58,331682.693154403,7,2,7,2,458060.44326665
"6092",1,7,30,331682.693154403,7,2,11,2,458060.44326665
"6093",1,7,77,1400000,1,2,1,2,1933428.04375622
"6094",1,7,48,331682.693154403,7,2,7,2,458060.44326665
"6095",1,7,47,250000,7,2,7,5,345255.00781361
"6096",1,7,46,250000,7,2,7,5,345255.00781361
"6097",1,7,53,250000,7,2,7,5,345255.00781361
"6098",2,7,44,160000,1,2,7,2,220963.20500071
"6099",1,7,57,3e+05,7,2,7,5,414306.009376332
"6100",1,7,54,240000,7,2,7,5,331444.807501065
"6101",1,7,50,233000,7,2,7,5,321777.667282284
"6102",2,7,53,80000,7,2,7,7,110481.602500355
"6103",1,7,74,331682.693154403,1,2,6,2,458060.44326665
"6104",1,7,53,331682.693154403,7,2,7,5,458060.44326665
"6105",1,7,69,331682.693154403,1,2,6,2,458060.44326665
"6106",1,7,72,331682.693154403,7,2,1,2,458060.44326665
"6107",2,7,62,331682.693154403,7,2,7,2,458060.44326665
"6108",1,7,72,331682.693154403,1,2,6,2,458060.44326665
"6109",1,7,55,225000,7,2,7,5,310729.507032249
"6110",2,7,20,2e+05,7,2,7,5,276204.006250888
"6111",1,7,64,240000,7,2,1,5,331444.807501065
"6112",1,7,67,1e+05,7,2,6,5,138102.003125444
"6113",1,7,33,241000,7,2,7,5,332825.82753232
"6114",1,7,49,6500000,7,2,15,2,8976630.20315386
"6115",2,7,39,1200000,7,2,15,5,1657224.03750533
"6116",2,7,30,890000,7,2,15,3,1229107.82781645
"6117",1,7,59,331682.693154403,7,2,9,1,458060.44326665
"6118",2,7,47,4e+05,7,2,9,5,552408.012501776
"6119",1,7,66,180000,7,2,7,5,248583.605625799
"6120",1,7,47,243000,7,2,7,5,335587.867594829
"6121",1,7,28,2e+05,7,2,9,5,276204.006250888
"6122",1,7,69,331682.693154403,7,2,9,5,458060.44326665
"6123",2,7,55,150000,7,2,9,5,207153.004688166
"6124",1,7,53,240000,7,2,7,5,331444.807501065
"6125",1,7,55,380000,7,2,7,5,524787.611876687
"6126",1,7,61,80000,7,2,6,2,110481.602500355
"6127",2,7,60,80000,7,2,9,2,110481.602500355
"6128",1,7,54,331682.693154403,7,2,7,5,458060.44326665
"6129",2,7,49,331682.693154403,7,2,7,5,458060.44326665
"6130",2,7,23,105000,7,2,11,3,145007.103281716
"6131",1,7,56,2e+05,7,2,7,5,276204.006250888
"6132",1,7,21,220000,7,2,9,5,303824.406875977
"6133",1,7,59,15000,7,2,7,2,20715.3004688166
"6134",2,7,56,12000,7,2,7,2,16572.2403750533
"6135",2,7,44,50000,3,2,9,5,69051.001562722
"6136",1,7,43,25000,7,2,7,5,34525.500781361
"6137",2,7,35,25000,7,2,7,5,34525.500781361
"6138",1,7,63,331682.693154403,7,2,7,5,458060.44326665
"6139",2,7,61,331682.693154403,6,2,7,5,458060.44326665
"6140",2,7,42,331682.693154403,7,2,9,5,458060.44326665
"6141",1,7,40,331682.693154403,7,2,7,5,458060.44326665
"6142",1,7,33,220000,7,2,9,5,303824.406875977
"6143",1,7,43,331682.693154403,7,2,9,5,458060.44326665
"6144",2,7,42,2e+05,7,2,9,2,276204.006250888
"6145",1,7,40,120000,7,2,7,5,165722.403750533
"6146",2,7,36,331682.693154403,7,2,7,5,458060.44326665
"6147",1,7,63,221000,1,2,7,5,305205.426907231
"6148",1,7,40,190000,7,2,7,5,262393.805938343
"6149",1,7,26,245000,7,2,9,5,338349.907657338
"6150",2,7,56,3e+05,7,2,7,7,414306.009376332
"6151",1,7,24,350000,7,2,9,5,483357.010939054
"6152",2,7,44,240000,7,2,7,5,331444.807501065
"6153",1,7,53,152258,7,2,7,2,210271.347918738
"6154",1,7,29,331682.693154403,7,2,9,5,458060.44326665
"6155",1,7,73,331682.693154403,1,2,7,2,458060.44326665
"6156",1,7,80,331682.693154403,1,2,6,2,458060.44326665
"6157",2,7,42,95942,7,2,7,5,132497.823838613
"6158",1,7,58,241000,7,2,9,5,332825.82753232
"6159",2,7,46,331682.693154403,7,2,7,5,458060.44326665
"6160",1,7,52,240000,1,2,7,5,331444.807501065
"6161",2,7,55,380000,1,2,7,5,524787.611876687
"6162",1,7,46,331682.693154403,7,2,7,2,458060.44326665
"6163",1,7,63,80000,1,2,7,5,110481.602500355
"6164",2,7,21,30000,7,2,9,5,41430.6009376332
"6165",1,7,29,232271,7,2,7,5,320770.9036795
"6166",1,7,62,331682.693154403,7,2,7,2,458060.44326665
"6167",1,7,61,331682.693154403,7,2,6,5,458060.44326665
"6168",2,7,53,331682.693154403,7,2,7,1,458060.44326665
"6169",1,7,30,331682.693154403,7,2,9,5,458060.44326665
"6170",1,7,38,331682.693154403,7,2,7,2,458060.44326665
"6171",1,7,52,241000,7,2,7,5,332825.82753232
"6172",2,7,46,331682.693154403,7,2,7,2,458060.44326665
"6173",1,7,23,241000,2,2,7,5,332825.82753232
"6174",1,7,55,230000,7,2,7,5,317634.607188521
"6175",1,7,56,3e+05,7,2,7,5,414306.009376332
"6176",2,7,29,331682.693154403,7,2,9,5,458060.44326665
"6177",1,7,31,331682.693154403,7,2,9,5,458060.44326665
"6178",1,7,53,2e+05,7,2,7,5,276204.006250888
"6179",2,7,48,2e+05,7,2,9,5,276204.006250888
"6180",1,7,25,331682.693154403,7,2,9,2,458060.44326665
"6181",1,7,23,2e+05,7,2,9,5,276204.006250888
"6182",1,7,19,2e+05,7,2,9,5,276204.006250888
"6183",2,7,19,2e+05,7,2,9,5,276204.006250888
"6184",1,7,50,331682.693154403,7,2,7,1,458060.44326665
"6185",1,7,19,3e+05,7,2,7,5,414306.009376332
"6186",1,7,28,3e+05,7,2,7,5,414306.009376332
"6187",2,7,23,120000,7,2,9,5,165722.403750533
"6188",1,7,59,241000,7,2,7,5,332825.82753232
"6189",1,7,35,260000,7,2,9,5,359065.208126154
"6190",1,7,36,260000,7,2,9,5,359065.208126154
"6191",1,7,35,241000,7,2,11,5,332825.82753232
"6192",1,7,61,175000,7,2,7,2,241678.505469527
"6193",2,7,37,80000,7,2,12,5,110481.602500355
"6194",1,7,66,241000,7,2,7,5,332825.82753232
"6195",2,7,59,241000,7,2,7,5,332825.82753232
"6196",1,7,38,240000,7,2,7,5,331444.807501065
"6197",2,7,52,1e+05,7,2,7,7,138102.003125444
"6198",1,7,50,180000,7,2,7,5,248583.605625799
"6199",1,7,53,289911,7,2,9,2,400372.898281006
"6200",2,7,53,120000,7,2,9,2,165722.403750533
"6201",1,7,64,3e+05,4,2,9,5,414306.009376332
"6202",2,7,56,3e+05,7,2,7,5,414306.009376332
"6203",1,7,30,3e+05,7,2,7,5,414306.009376332
"6204",1,7,39,180000,7,2,7,5,248583.605625799
"6205",1,7,60,241000,7,2,7,5,332825.82753232
"6206",2,7,56,30000,7,2,7,2,41430.6009376332
"6207",1,7,55,2e+05,7,2,7,5,276204.006250888
"6208",2,7,45,331682.693154403,7,2,7,5,458060.44326665
"6209",2,7,30,192000,7,2,13,5,265155.846000852
"6210",1,7,57,241000,7,2,7,5,332825.82753232
"6211",1,7,66,241000,7,2,6,5,332825.82753232
"6212",2,7,57,343000,7,2,9,5,473689.870720273
"6213",1,7,63,950000,7,2,15,3,1311969.02969172
"6214",1,7,58,393176,7,2,9,5,542983.931808495
"6215",1,7,42,2800000,7,2,15,5,3866856.08751243
"6216",1,7,73,6e+05,7,2,8,1,828612.018752664
"6217",1,7,42,240000,7,2,13,5,331444.807501065
"6218",1,7,50,241000,7,2,7,5,332825.82753232
"6219",1,7,15,110000,7,2,11,5,151912.203437988
"6220",1,7,48,210000,7,2,7,5,290014.206563432
"6221",1,7,42,240000,7,2,7,5,331444.807501065
"6222",1,7,26,2e+05,7,2,12,5,276204.006250888
"6223",2,7,30,331682.693154403,7,2,9,2,458060.44326665
"6224",2,7,71,25000,5,2,6,2,34525.500781361
"6225",2,7,53,630000,7,2,13,3,870042.619690297
"6226",1,7,45,180000,7,2,9,5,248583.605625799
"6227",1,7,60,240000,2,2,6,5,331444.807501065
"6228",1,7,29,430000,7,2,9,3,593838.613439409
"6229",1,7,40,232271,7,2,7,5,320770.9036795
"6230",1,7,56,245000,7,2,7,5,338349.907657338
"6231",1,7,20,2e+05,7,2,7,5,276204.006250888
"6232",1,7,51,2e+05,7,2,7,5,276204.006250888
"6233",2,7,21,245000,7,2,9,5,338349.907657338
"6234",1,7,33,340000,7,2,14,5,469546.810626509
"6235",1,7,60,3e+05,7,2,7,5,414306.009376332
"6236",2,7,57,70000,7,2,7,2,96671.4021878108
"6237",1,7,68,2e+05,7,2,6,2,276204.006250888
"6238",2,7,59,3e+05,7,2,7,7,414306.009376332
"6239",1,7,40,5e+05,7,2,9,5,690510.01562722
"6240",1,7,45,331682.693154403,7,2,9,5,458060.44326665
"6241",1,7,57,241000,7,2,7,5,332825.82753232
"6242",2,7,54,241000,7,2,7,5,332825.82753232
"6243",1,7,35,210538,7,2,9,5,290757.195340247
"6244",1,7,22,2e+05,7,2,9,5,276204.006250888
"6245",1,7,63,331682.693154403,7,2,7,1,458060.44326665
"6246",2,7,65,169769,7,2,7,2,234454.389686035
"6247",1,7,38,331682.693154403,7,2,7,5,458060.44326665
"6248",2,7,43,331682.693154403,7,2,7,5,458060.44326665
"6249",1,7,37,6e+05,7,2,11,2,828612.018752664
"6250",2,7,34,331682.693154403,7,2,11,5,458060.44326665
"6251",1,7,65,331682.693154403,7,2,7,5,458060.44326665
"6252",2,7,52,331682.693154403,7,2,7,5,458060.44326665
"6253",1,7,46,241000,7,2,7,5,332825.82753232
"6254",1,7,54,331682.693154403,7,2,7,5,458060.44326665
"6255",1,7,45,331682.693154403,7,2,9,2,458060.44326665
"6256",2,7,40,150000,7,2,9,5,207153.004688166
"6257",1,7,27,320000,7,2,9,5,441926.410001421
"6258",2,7,40,331682.693154403,7,2,7,5,458060.44326665
"6259",1,7,35,250000,7,2,11,5,345255.00781361
"6260",1,7,56,80000,7,2,7,2,110481.602500355
"6261",2,7,55,50000,1,2,7,5,69051.001562722
"6262",2,7,17,331682.693154403,7,2,9,5,458060.44326665
"6263",1,7,53,331682.693154403,7,2,7,5,458060.44326665
"6264",2,7,51,60000,1,2,7,5,82861.2018752664
"6265",2,7,17,30000,7,2,9,5,41430.6009376332
"6266",2,7,55,331682.693154403,1,2,7,7,458060.44326665
"6267",1,7,58,60000,1,2,7,2,82861.2018752664
"6268",2,7,62,241000,1,2,7,5,332825.82753232
"6269",1,7,57,72000,7,2,11,2,99433.4422503196
"6270",1,7,50,160000,6,2,14,3,220963.20500071
"6271",1,7,58,40000,7,2,7,5,55240.8012501776
"6272",2,7,56,50000,7,2,7,5,69051.001562722
"6273",1,7,50,230868,7,2,7,5,318833.33257565
"6274",2,7,46,331682.693154403,7,2,7,5,458060.44326665
"6275",2,7,31,331682.693154403,7,2,7,5,458060.44326665
"6276",1,7,41,360000,7,2,7,5,497167.211251598
"6277",2,7,60,40000,7,2,7,2,55240.8012501776
"6278",1,7,52,225000,7,2,7,5,310729.507032249
"6279",1,7,51,3e+05,7,2,7,5,414306.009376332
"6280",2,7,45,118645,1,2,7,5,163851.121608183
"6281",2,7,24,280000,7,2,15,5,386685.608751243
"6282",1,7,25,430000,7,2,15,5,593838.613439409
"6283",1,7,52,280000,7,2,7,5,386685.608751243
"6284",1,7,39,243000,7,2,11,5,335587.867594829
"6285",2,7,36,240488,7,2,9,5,332118.745276318
"6286",1,7,86,331682.693154403,1,2,6,2,458060.44326665
"6287",2,7,40,391500,7,2,15,2,540669.342236113
"6288",1,7,42,289000,7,2,9,5,399114.789032533
"6289",2,7,29,420000,7,1,9,5,580028.413126865
"6290",1,7,28,280000,7,1,11,5,386685.608751243
"6291",2,7,49,320000,7,1,15,3,441926.410001421
"6292",2,7,58,6e+05,7,1,7,2,828612.018752664
"6293",1,7,57,5e+05,7,1,7,2,690510.01562722
"6294",1,7,31,350000,7,1,11,5,483357.010939054
"6295",2,7,38,331682.693154403,3,1,7,5,458060.44326665
"6296",2,7,39,331682.693154403,6,1,9,5,458060.44326665
"6297",1,7,40,1e+05,7,1,11,2,138102.003125444
"6298",2,7,46,1e+05,7,1,9,2,138102.003125444
"6299",1,7,58,331682.693154403,1,1,7,5,458060.44326665
"6300",1,7,61,3e+05,7,1,11,2,414306.009376332
"6301",1,7,56,160000,7,1,7,5,220963.20500071
"6302",1,7,54,160000,7,1,7,5,220963.20500071
"6303",2,7,35,430000,7,1,14,5,593838.613439409
"6304",1,7,58,4e+05,7,1,7,1,552408.012501776
"6305",2,7,37,1e+05,7,1,15,5,138102.003125444
"6306",1,7,66,331682.693154403,7,1,6,2,458060.44326665
"6307",1,7,38,241000,7,1,7,5,332825.82753232
"6308",1,7,40,331682.693154403,7,1,7,5,458060.44326665
"6309",1,7,51,241000,7,1,9,5,332825.82753232
"6310",1,7,21,120000,7,1,9,2,165722.403750533
"6311",1,7,51,240000,7,1,7,5,331444.807501065
"6312",2,7,25,220000,7,1,11,3,303824.406875977
"6313",1,7,64,241000,7,1,7,5,332825.82753232
"6314",2,7,26,271839,7,1,14,5,375415.104276176
"6315",2,7,24,157813,7,1,14,5,217942.914192357
"6316",1,7,51,2e+05,7,1,7,5,276204.006250888
"6317",2,7,24,6e+05,7,1,15,4,828612.018752664
"6318",1,7,48,5e+05,7,1,12,5,690510.01562722
"6319",2,7,40,270000,7,1,11,5,372875.408438699
"6320",1,7,56,550000,7,1,13,5,759561.017189942
"6321",1,7,53,240000,7,1,1,5,331444.807501065
"6322",1,7,22,240000,7,1,9,5,331444.807501065
"6323",2,7,46,241000,7,1,7,5,332825.82753232
"6324",1,7,56,241000,7,1,7,5,332825.82753232
"6325",1,7,25,5e+05,7,1,11,3,690510.01562722
"6326",2,7,46,331682.693154403,7,1,7,5,458060.44326665
"6327",1,7,51,241000,7,1,9,5,332825.82753232
"6328",2,7,31,2e+05,7,1,9,5,276204.006250888
"6329",1,7,62,240000,7,1,7,5,331444.807501065
"6330",1,7,36,350000,7,1,9,5,483357.010939054
"6331",1,7,39,220000,1,1,9,5,303824.406875977
"6332",2,7,38,280000,7,1,7,5,386685.608751243
"6333",1,7,36,240000,7,1,9,5,331444.807501065
"6334",2,7,36,240000,7,1,9,5,331444.807501065
"6335",2,7,46,30000,7,1,7,5,41430.6009376332
"6336",1,7,49,241000,5,1,7,3,332825.82753232
"6337",1,7,23,193000,7,1,11,5,266536.866032107
"6338",1,7,33,3e+05,7,1,9,3,414306.009376332
"6339",1,7,25,241000,7,1,11,5,332825.82753232
"6340",1,7,29,331682.693154403,7,1,9,5,458060.44326665
"6341",2,7,64,110000,7,1,7,3,151912.203437988
"6342",1,7,35,331682.693154403,7,1,7,5,458060.44326665
"6343",2,7,65,331682.693154403,7,1,7,5,458060.44326665
"6344",1,7,20,130000,7,1,7,5,179532.604063077
"6345",1,7,56,331682.693154403,7,2,7,1,458060.44326665
"6346",2,7,54,331682.693154403,7,2,7,9,458060.44326665
"6347",1,7,53,150000,7,2,7,5,207153.004688166
"6348",2,7,51,150000,7,2,7,5,207153.004688166
"6349",1,7,43,5e+05,7,2,9,2,690510.01562722
"6350",2,7,44,5e+05,7,2,9,2,690510.01562722
"6351",1,7,59,331682.693154403,7,2,7,2,458060.44326665
"6352",2,7,56,331682.693154403,1,2,7,2,458060.44326665
"6353",1,7,25,220000,7,2,14,5,303824.406875977
"6354",1,7,40,241000,7,2,9,5,332825.82753232
"6355",1,7,53,120000,7,2,7,2,165722.403750533
"6356",2,7,41,3e+05,7,2,11,5,414306.009376332
"6357",1,7,67,80000,7,2,7,5,110481.602500355
"6358",2,7,62,80000,6,2,7,5,110481.602500355
"6359",1,7,50,250000,7,2,7,5,345255.00781361
"6360",1,7,23,250000,7,2,9,5,345255.00781361
"6361",1,7,44,2e+05,7,2,7,5,276204.006250888
"6362",1,7,59,3e+05,7,2,7,5,414306.009376332
"6363",2,7,61,150000,6,2,6,5,207153.004688166
"6364",1,7,67,331682.693154403,6,2,6,2,458060.44326665
"6365",2,7,36,40000,7,2,9,5,55240.8012501776
"6366",1,7,38,40000,7,2,7,5,55240.8012501776
"6367",2,7,49,1e+05,7,2,7,5,138102.003125444
"6368",2,7,30,1e+05,7,2,7,5,138102.003125444
"6369",1,7,38,280000,7,2,11,5,386685.608751243
"6370",1,7,39,240000,7,2,7,5,331444.807501065
"6371",2,7,23,331682.693154403,7,2,7,2,458060.44326665
"6372",1,7,58,7800,7,2,7,2,10771.9562437846
"6373",1,7,49,150000,7,2,9,5,207153.004688166
"6374",2,7,38,148000,7,2,9,3,204390.964625657
"6375",1,7,52,2e+05,7,2,7,5,276204.006250888
"6376",2,7,26,250000,7,2,13,3,345255.00781361
"6377",1,7,35,5e+05,7,2,11,5,690510.01562722
"6378",2,7,27,380000,7,2,13,3,524787.611876687
"6379",1,7,36,140000,1,2,9,5,193342.804375622
"6380",2,7,49,331682.693154403,7,2,7,2,458060.44326665
"6381",1,7,29,2e+05,7,2,9,5,276204.006250888
"6382",1,7,58,245000,1,2,7,5,338349.907657338
"6383",1,7,54,70000,7,2,7,5,96671.4021878108
"6384",1,7,67,230000,6,2,6,5,317634.607188521
"6385",2,7,63,2e+05,7,2,6,5,276204.006250888
"6386",2,7,23,2e+05,7,2,11,5,276204.006250888
"6387",1,7,30,2e+05,7,2,11,5,276204.006250888
"6388",1,7,25,245000,7,2,9,5,338349.907657338
"6389",1,7,54,331682.693154403,7,2,7,1,458060.44326665
"6390",2,7,44,331682.693154403,7,2,7,5,458060.44326665
"6391",2,7,22,331682.693154403,7,2,12,5,458060.44326665
"6392",2,7,17,331682.693154403,1,2,9,5,458060.44326665
"6393",1,7,57,2e+05,1,2,7,5,276204.006250888
"6394",2,7,55,331682.693154403,7,2,7,7,458060.44326665
"6395",1,7,65,230000,7,2,6,5,317634.607188521
"6396",2,7,37,220000,7,2,9,5,303824.406875977
"6397",1,7,50,245000,7,2,7,5,338349.907657338
"6398",1,7,37,8e+05,7,2,9,5,1104816.02500355
"6399",1,7,43,120000,7,2,9,5,165722.403750533
"6400",1,7,53,4e+05,7,2,7,2,552408.012501776
"6401",1,7,57,2e+05,7,2,1,2,276204.006250888
"6402",2,7,33,180000,7,2,7,5,248583.605625799
"6403",2,7,37,170000,7,2,9,5,234773.405313255
"6404",2,7,61,3e+05,6,2,6,5,414306.009376332
"6405",1,7,39,245000,7,2,7,5,338349.907657338
"6406",1,7,37,3e+05,7,2,7,5,414306.009376332
"6407",1,7,42,4e+05,7,1,13,3,552408.012501776
"6408",1,7,46,101000,7,1,15,5,139483.023156698
"6409",2,7,60,9e+05,7,1,15,5,1242918.028129
"6410",1,7,78,331682.693154403,7,1,15,2,458060.44326665
"6411",2,7,77,250000,7,1,15,5,345255.00781361
"6412",1,7,55,5e+05,7,1,9,2,690510.01562722
"6413",2,7,51,150000,7,1,13,2,207153.004688166
"6414",1,7,21,241000,7,1,7,5,332825.82753232
"6415",2,7,27,210000,7,1,12,5,290014.206563432
"6416",2,7,51,350000,7,1,9,3,483357.010939054
"6417",1,7,43,6e+05,7,1,9,2,828612.018752664
"6418",2,7,50,250000,7,1,7,5,345255.00781361
"6419",1,7,58,330000,7,1,7,2,455736.610313965
"6420",2,7,51,241000,7,1,7,5,332825.82753232
"6421",1,7,42,9e+05,7,1,13,8,1242918.028129
"6422",2,7,55,241000,7,1,7,5,332825.82753232
"6423",2,7,37,241000,7,1,13,5,332825.82753232
"6424",1,7,35,550578,7,1,9,8,760359.246768007
"6425",1,7,50,4e+05,7,1,11,2,552408.012501776
"6426",1,7,21,241000,7,1,9,2,332825.82753232
"6427",1,7,20,241000,7,1,9,2,332825.82753232
"6428",2,7,44,240000,7,1,9,7,331444.807501065
"6429",1,7,33,8e+05,7,1,14,5,1104816.02500355
"6430",1,7,24,4e+05,7,1,9,5,552408.012501776
"6431",2,7,51,150913,7,1,9,7,208413.875976701
"6432",2,7,40,241000,7,1,7,5,332825.82753232
"6433",1,7,25,241000,7,1,9,5,332825.82753232
"6434",1,7,47,50000,7,1,7,5,69051.001562722
"6435",1,7,28,241000,7,1,7,5,332825.82753232
"6436",1,7,23,241000,7,1,7,5,332825.82753232
"6437",2,7,39,241000,7,1,7,5,332825.82753232
"6438",1,7,61,241000,7,1,9,5,332825.82753232
"6439",2,7,46,3e+05,7,1,11,5,414306.009376332
"6440",2,7,42,241000,1,1,9,5,332825.82753232
"6441",1,7,25,180000,1,1,12,5,248583.605625799
"6442",1,7,40,241000,7,1,7,5,332825.82753232
"6443",2,7,42,241000,7,1,7,5,332825.82753232
"6444",2,7,41,225000,7,1,9,5,310729.507032249
"6445",2,7,50,241000,7,1,9,5,332825.82753232
"6446",2,7,30,226000,7,1,13,3,312110.527063503
"6447",2,7,35,140000,7,1,7,7,193342.804375622
"6448",1,7,41,118000,7,1,11,2,162960.363688024
"6449",1,7,28,4e+05,7,1,12,2,552408.012501776
"6450",2,7,27,193000,7,1,9,5,266536.866032107
"6451",1,7,49,241000,7,1,9,5,332825.82753232
"6452",1,7,49,3e+05,7,1,9,2,414306.009376332
"6453",1,7,28,3e+05,7,1,12,5,414306.009376332
"6454",1,7,25,241000,7,1,9,5,332825.82753232
"6455",1,7,55,750000,7,1,9,5,1035765.02344083
"6456",1,7,59,272000,2,1,9,5,375637.448501208
"6457",1,7,43,325000,7,1,9,5,448831.510157693
"6458",1,7,47,241000,7,1,7,5,332825.82753232
"6459",1,7,18,129925,7,1,9,2,179429.027560733
"6460",1,7,28,241000,7,1,7,5,332825.82753232
"6461",2,7,42,331682.693154403,7,1,7,5,458060.44326665
"6462",1,7,48,320000,7,1,7,5,441926.410001421
"6463",1,7,21,280000,7,1,9,5,386685.608751243
"6464",1,7,50,4e+05,7,1,9,5,552408.012501776
"6465",2,7,50,80000,6,1,7,2,110481.602500355
"6466",2,7,50,150000,7,1,7,2,207153.004688166
"6467",1,7,65,150000,7,1,7,2,207153.004688166
"6468",2,7,24,1e+05,7,1,9,2,138102.003125444
"6469",2,7,54,70000,7,1,9,2,96671.4021878108
"6470",1,7,44,180000,7,1,7,5,248583.605625799
"6471",2,7,53,50000,1,1,9,2,69051.001562722
"6472",1,7,52,3e+05,7,1,7,5,414306.009376332
"6473",2,7,32,640000,1,1,13,3,883852.820002841
"6474",2,7,48,399000,7,1,9,5,551026.992470521
"6475",1,7,48,241000,7,1,9,5,332825.82753232
"6476",2,7,49,241000,7,1,9,5,332825.82753232
"6477",1,7,56,350000,7,1,9,5,483357.010939054
"6478",1,7,29,120000,7,1,14,5,165722.403750533
"6479",1,7,24,108000,7,1,15,3,149150.163375479
"6480",1,7,50,4e+05,7,1,13,3,552408.012501776
"6481",1,7,21,55000,7,1,9,2,75956.1017189942
"6482",1,7,37,750000,7,1,14,3,1035765.02344083
"6483",2,7,37,9e+05,7,1,15,3,1242918.028129
"6484",2,7,60,60000,7,1,9,2,82861.2018752664
"6485",1,7,25,241000,7,1,13,5,332825.82753232
"6486",1,7,41,70000,7,1,11,2,96671.4021878108
"6487",2,7,39,120000,7,1,13,3,165722.403750533
"6488",1,7,55,241000,7,1,9,5,332825.82753232
"6489",2,7,39,70000,7,1,7,7,96671.4021878108
"6490",1,7,19,3e+05,7,1,9,5,414306.009376332
"6491",1,7,42,350000,1,1,9,1,483357.010939054
"6492",1,7,46,4e+05,7,1,9,5,552408.012501776
"6493",1,7,41,450000,7,1,9,2,621459.014064498
"6494",1,7,39,4e+05,7,1,13,5,552408.012501776
"6495",1,7,23,150000,7,1,14,5,207153.004688166
"6496",1,7,45,4e+05,7,1,13,5,552408.012501776
"6497",2,7,54,370000,5,1,13,4,510977.411564143
"6498",1,7,41,241000,7,1,13,2,332825.82753232
"6499",2,7,47,60000,7,1,9,2,82861.2018752664
"6500",1,7,31,7e+05,7,1,9,5,966714.021878108
"6501",2,7,27,241000,7,1,12,5,332825.82753232
"6502",1,7,39,470000,7,1,9,2,649079.414689586
"6503",1,7,41,5e+05,7,1,9,2,690510.01562722
"6504",2,7,38,360000,7,1,9,5,497167.211251598
"6505",1,7,26,350000,7,1,9,5,483357.010939054
"6506",1,7,51,4e+05,7,1,13,2,552408.012501776
"6507",1,7,30,3e+05,7,1,9,5,414306.009376332
"6508",2,7,24,331682.693154403,7,1,13,5,458060.44326665
"6509",1,7,22,241000,7,1,7,5,332825.82753232
"6510",1,7,19,241000,7,1,9,5,332825.82753232
"6511",1,7,28,5e+05,7,1,7,5,690510.01562722
"6512",2,7,38,180000,7,1,7,7,248583.605625799
"6513",2,7,36,60000,1,1,9,3,82861.2018752664
"6514",1,7,42,241000,7,1,7,5,332825.82753232
"6515",2,7,32,241000,7,1,15,5,332825.82753232
"6516",1,7,46,241000,7,1,9,5,332825.82753232
"6517",1,7,19,241000,7,1,7,5,332825.82753232
"6518",1,7,41,150000,7,1,1,5,207153.004688166
"6519",2,7,39,80000,7,1,7,7,110481.602500355
"6520",2,7,38,80000,7,2,7,7,110481.602500355
"6521",1,7,52,4e+05,7,2,9,5,552408.012501776
"6522",1,7,31,650000,7,2,11,5,897663.020315386
"6523",2,7,52,63000,7,2,7,5,87004.2619690297
"6524",1,7,49,3e+05,7,2,7,5,414306.009376332
"6525",1,7,40,150000,7,2,7,5,207153.004688166
