"","sexo","region","edad","yoprcor","s31a1","zona","e6a","o15","yoprcoripc"
"4873",1,7,21,270000,7,2,7,5,355020.965778439
"4874",2,7,32,320000,7,1,9,3,420765.589070742
"4875",1,7,38,60000,7,1,13,2,78893.5479507642
"4876",1,7,69,1.5e+07,7,1,15,1,19723386.9876911
"4877",1,7,51,270000,7,1,7,5,355020.965778439
"4878",2,7,32,330000,7,1,15,3,433914.513729203
"4879",2,7,27,330000,7,1,15,3,433914.513729203
"4880",1,7,40,3e+05,7,1,9,2,394467.739753821
"4881",2,7,42,270000,2,1,9,5,355020.965778439
"4882",1,7,67,350000,7,1,9,2,460212.363046125
"4883",2,7,63,270000,7,1,9,5,355020.965778439
"4884",1,7,52,160000,7,1,7,4,210382.794535371
"4885",1,7,27,250000,7,1,9,5,328723.116461518
"4886",2,7,64,150000,7,1,6,1,197233.869876911
"4887",1,7,63,150000,7,1,7,2,197233.869876911
"4888",2,7,64,250000,7,1,7,5,328723.116461518
"4889",1,7,41,4e+05,7,1,7,5,525956.986338428
"4890",1,7,33,4e+05,7,1,7,5,525956.986338428
"4891",1,7,38,1e+06,7,1,9,2,1314892.46584607
"4892",2,7,54,350000,7,1,7,7,460212.363046125
"4893",1,7,55,450000,7,1,7,5,591701.609630732
"4894",1,7,48,270000,7,1,7,5,355020.965778439
"4895",2,7,54,270000,7,1,9,5,355020.965778439
"4896",2,7,50,270000,7,1,7,7,355020.965778439
"4897",1,7,80,150000,7,1,7,2,197233.869876911
"4898",1,7,51,2e+05,7,1,9,2,262978.493169214
"4899",2,7,52,150000,7,1,9,2,197233.869876911
"4900",2,7,64,80000,1,1,10,2,105191.397267686
"4901",1,7,44,320000,7,1,15,5,420765.589070742
"4902",1,7,45,5e+05,7,1,7,2,657446.232923035
"4903",2,7,43,150000,7,1,9,5,197233.869876911
"4904",2,7,25,3e+05,7,1,9,7,394467.739753821
"4905",1,7,22,3e+05,7,1,9,2,394467.739753821
"4906",1,7,57,5e+05,7,1,7,5,657446.232923035
"4907",2,7,47,220000,7,1,7,5,289276.342486135
"4908",2,7,44,2e+05,7,1,9,7,262978.493169214
"4909",1,7,58,180000,7,1,7,5,236680.643852293
"4910",2,7,52,150000,7,1,7,7,197233.869876911
"4911",1,7,30,270000,7,1,9,5,355020.965778439
"4912",2,7,47,3e+05,7,1,9,3,394467.739753821
"4913",2,7,58,250000,4,1,7,5,328723.116461518
"4914",2,7,45,80000,7,1,9,2,105191.397267686
"4915",2,7,61,90000,7,1,7,5,118340.321926146
"4916",1,7,39,350000,7,1,9,5,460212.363046125
"4917",1,7,32,3e+05,7,1,13,5,394467.739753821
"4918",1,7,47,350000,7,1,7,5,460212.363046125
"4919",2,7,36,270000,7,1,9,7,355020.965778439
"4920",1,7,39,4e+05,7,1,7,5,525956.986338428
"4921",1,7,45,270000,7,1,9,4,355020.965778439
"4922",1,7,81,270000,7,1,6,5,355020.965778439
"4923",1,7,58,140000,7,1,9,2,184084.94521845
"4924",1,7,30,276000,2,1,9,5,362910.320573515
"4925",1,7,45,6e+05,7,1,9,1,788935.479507642
"4926",2,7,44,350000,7,1,9,7,460212.363046125
"4927",1,7,30,270000,7,1,9,7,355020.965778439
"4928",1,7,52,420000,7,1,7,5,552254.83565535
"4929",2,7,60,30000,7,1,6,2,39446.7739753821
"4930",1,7,36,270000,7,1,7,5,355020.965778439
"4931",1,7,36,2e+05,7,1,9,5,262978.493169214
"4932",1,7,50,330000,2,1,7,2,433914.513729203
"4933",1,7,65,350000,7,1,6,5,460212.363046125
"4934",2,7,43,380000,7,1,9,3,499659.137021507
"4935",1,7,23,280000,7,1,9,5,368169.8904369
"4936",1,7,49,5e+05,7,1,7,7,657446.232923035
"4937",1,7,64,3e+05,7,1,7,5,394467.739753821
"4938",1,7,34,3e+05,7,1,9,5,394467.739753821
"4939",2,7,48,253000,7,1,7,7,332667.793859056
"4940",1,7,53,2e+05,7,1,7,5,262978.493169214
"4941",1,7,26,350000,7,1,13,3,460212.363046125
"4942",1,7,38,350000,7,1,9,7,460212.363046125
"4943",2,7,32,310000,7,1,9,3,407616.664412282
"4944",1,7,67,430000,7,2,9,3,565403.76031381
"4945",2,7,63,170000,7,2,9,7,223531.719193832
"4946",1,7,44,350000,7,2,7,5,460212.363046125
"4947",1,7,20,276000,7,2,9,5,362910.320573515
"4948",1,7,43,275000,7,2,9,5,361595.428107669
"4949",2,7,44,273000,1,2,7,7,358965.643175977
"4950",1,7,64,270000,7,2,7,5,355020.965778439
"4951",2,7,50,270000,7,2,7,5,355020.965778439
"4952",1,7,74,1270000,5,2,6,5,1669913.43162451
"4953",1,7,37,520000,7,2,7,5,683744.082239957
"4954",1,7,49,3e+05,7,2,7,5,394467.739753821
"4955",1,7,63,170000,7,2,7,5,223531.719193832
"4956",1,7,54,4e+05,7,2,7,5,525956.986338428
"4957",1,7,42,4e+05,7,2,7,5,525956.986338428
"4958",1,7,64,1e+06,7,2,15,4,1314892.46584607
"4959",1,7,56,270000,7,2,7,5,355020.965778439
"4960",1,7,29,270000,7,2,7,5,355020.965778439
"4961",1,7,64,270000,7,2,6,5,355020.965778439
"4962",1,7,57,270000,7,2,7,5,355020.965778439
"4963",1,7,65,280000,7,2,7,5,368169.8904369
"4964",1,7,54,480000,7,2,7,5,631148.383606114
"4965",2,7,57,50000,7,2,7,2,65744.6232923035
"4966",1,7,47,1e+05,7,2,9,2,131489.246584607
"4967",1,7,54,2e+05,7,2,7,2,262978.493169214
"4968",2,7,25,5e+05,7,2,15,3,657446.232923035
"4969",1,7,52,1200000,2,2,9,5,1577870.95901528
"4970",2,7,28,350000,2,2,13,5,460212.363046125
"4971",1,7,21,270000,7,2,7,5,355020.965778439
"4972",1,7,32,180000,7,2,7,5,236680.643852293
"4973",1,7,34,460000,7,2,9,5,604850.534289192
"4974",1,7,50,4e+05,7,1,7,5,525956.986338428
"4975",1,7,57,250000,7,1,7,2,328723.116461518
"4976",1,7,38,2e+05,7,1,9,2,262978.493169214
"4977",1,7,40,850000,7,1,15,2,1117658.59596916
"4978",2,7,25,340000,7,1,12,5,447063.438387664
"4979",2,7,26,180000,7,1,11,5,236680.643852293
"4980",1,7,70,140000,7,1,6,5,184084.94521845
"4981",1,7,62,248000,7,1,7,5,326093.331529825
"4982",2,7,60,90000,7,1,7,7,118340.321926146
"4983",1,7,61,350000,7,1,13,5,460212.363046125
"4984",2,7,54,30000,7,1,13,7,39446.7739753821
"4985",1,7,47,380000,7,1,9,2,499659.137021507
"4986",2,7,40,4e+05,7,1,14,5,525956.986338428
"4987",1,7,42,7e+05,7,1,15,5,920424.726092249
"4988",1,7,26,321000,7,1,13,3,422080.481536589
"4989",2,7,30,6e+05,2,1,13,3,788935.479507642
"4990",1,7,67,2e+05,6,1,13,2,262978.493169214
"4991",1,7,31,8e+05,7,1,15,3,1051913.97267686
"4992",2,7,61,3e+05,7,1,9,3,394467.739753821
"4993",1,7,59,381237.006102589,1,1,9,2,501285.667026007
"4994",2,7,32,3e+05,7,1,9,5,394467.739753821
"4995",1,7,31,3e+05,7,1,9,5,394467.739753821
"4996",2,7,61,450000,7,1,10,5,591701.609630732
"4997",2,7,19,180000,7,1,9,5,236680.643852293
"4998",1,7,78,320000,7,1,8,2,420765.589070742
"4999",2,7,49,276000,7,1,7,7,362910.320573515
"5000",1,7,53,150000,7,1,7,2,197233.869876911
"5001",2,7,46,350000,7,1,11,5,460212.363046125
"5002",1,7,42,380000,7,1,7,3,499659.137021507
"5003",2,7,31,360000,7,1,9,3,473361.287704585
"5004",2,7,52,270000,7,1,9,5,355020.965778439
"5005",1,7,50,350000,7,1,9,5,460212.363046125
"5006",1,7,54,2e+05,6,1,11,3,262978.493169214
"5007",2,7,57,350000,7,1,13,3,460212.363046125
"5008",2,7,32,30333,7,1,13,5,39884.6331665089
"5009",2,7,54,270000,1,1,9,3,355020.965778439
"5010",1,7,38,380000,7,1,9,5,499659.137021507
"5011",2,7,36,70000,7,1,9,2,92042.4726092249
"5012",1,7,38,270000,7,1,9,5,355020.965778439
"5013",2,7,51,1e+05,7,1,7,7,131489.246584607
"5014",2,7,27,6e+05,7,1,15,5,788935.479507642
"5015",1,7,37,1e+06,7,1,15,1,1314892.46584607
"5016",2,7,51,270000,7,1,9,5,355020.965778439
"5017",1,7,61,250000,7,1,7,5,328723.116461518
"5018",2,7,51,1e+05,7,1,7,5,131489.246584607
"5019",1,7,27,250000,7,1,9,3,328723.116461518
"5020",1,7,29,360000,7,1,12,5,473361.287704585
"5021",2,7,54,248000,7,1,7,7,326093.331529825
"5022",1,7,25,248000,7,1,9,5,326093.331529825
"5023",1,7,50,240000,7,1,9,5,315574.191803057
"5024",2,7,24,150000,7,1,9,5,197233.869876911
"5025",1,7,59,2e+05,7,1,9,5,262978.493169214
"5026",2,7,73,3e+05,7,1,8,2,394467.739753821
"5027",1,7,29,3e+05,7,1,9,2,394467.739753821
"5028",2,7,34,140000,1,1,11,2,184084.94521845
"5029",2,7,29,270000,7,1,12,5,355020.965778439
"5030",2,7,38,380000,7,1,9,5,499659.137021507
"5031",1,7,38,4e+05,7,1,11,5,525956.986338428
"5032",2,7,54,135000,7,1,7,5,177510.48288922
"5033",2,7,63,120000,7,1,7,5,157787.095901528
"5034",1,7,30,240000,7,1,11,5,315574.191803057
"5035",2,7,23,270000,7,1,12,5,355020.965778439
"5036",1,7,24,270000,7,1,9,2,355020.965778439
"5037",2,7,57,276000,7,1,9,7,362910.320573515
"5038",1,7,61,250000,4,1,7,2,328723.116461518
"5039",1,7,42,350000,1,1,7,5,460212.363046125
"5040",1,7,34,250000,7,1,7,5,328723.116461518
"5041",1,7,65,1e+05,7,1,7,5,131489.246584607
"5042",2,7,53,3e+05,1,1,7,2,394467.739753821
"5043",1,7,59,270000,7,1,9,5,355020.965778439
"5044",2,7,36,250000,3,1,9,5,328723.116461518
"5045",2,7,54,270000,7,1,9,5,355020.965778439
"5046",2,7,61,40000,7,1,7,7,52595.6986338428
"5047",2,7,39,230000,7,1,9,7,302425.267144596
"5048",1,7,29,260000,7,1,9,2,341872.041119978
"5049",1,7,62,3e+05,7,1,7,5,394467.739753821
"5050",1,7,67,270000,7,1,6,5,355020.965778439
"5051",2,7,22,270000,7,1,9,5,355020.965778439
"5052",2,7,30,270000,7,1,9,3,355020.965778439
"5053",1,7,85,381237.006102589,7,1,1,2,501285.667026007
"5054",1,7,37,50000,7,1,11,5,65744.6232923035
"5055",1,7,62,276000,7,1,7,5,362910.320573515
"5056",1,7,29,276000,7,1,11,5,362910.320573515
"5057",1,7,21,320000,7,1,11,5,420765.589070742
"5058",1,7,18,381237.006102589,7,1,11,5,501285.667026007
"5059",2,7,45,276000,7,1,9,7,362910.320573515
"5060",1,7,60,60000,1,1,7,2,78893.5479507642
"5061",1,7,48,270000,7,1,9,5,355020.965778439
"5062",1,7,30,270000,7,1,7,5,355020.965778439
"5063",2,7,48,3e+05,7,1,11,3,394467.739753821
"5064",2,7,23,60000,7,1,11,7,78893.5479507642
"5065",1,7,57,450000,7,1,7,5,591701.609630732
"5066",2,7,49,120000,1,1,7,5,157787.095901528
"5067",1,7,72,3e+05,7,1,8,5,394467.739753821
"5068",2,7,28,120000,7,1,14,5,157787.095901528
"5069",2,7,23,120000,7,1,11,5,157787.095901528
"5070",1,7,50,518378,7,1,9,5,681611.326660354
"5071",1,7,51,270000,7,1,9,2,355020.965778439
"5072",1,7,49,3e+05,7,1,7,2,394467.739753821
"5073",2,7,36,9e+05,7,1,16,4,1183403.21926146
"5074",1,7,36,9e+05,7,1,13,5,1183403.21926146
"5075",2,7,55,276000,7,1,9,5,362910.320573515
"5076",1,7,39,650000,7,1,9,5,854680.102799946
"5077",2,7,33,650000,7,1,9,5,854680.102799946
"5078",1,7,60,450000,7,1,9,3,591701.609630732
"5079",2,7,47,270000,7,1,11,5,355020.965778439
"5080",1,7,17,150000,7,1,11,5,197233.869876911
"5081",1,7,15,1e+05,7,1,11,5,131489.246584607
"5082",1,7,54,3e+05,7,1,14,2,394467.739753821
"5083",2,7,47,250000,7,1,9,1,328723.116461518
"5084",2,7,26,42000,7,1,14,5,55225.483565535
"5085",2,7,73,15000,1,1,7,1,19723.3869876911
"5086",2,7,39,6e+05,7,1,15,4,788935.479507642
"5087",1,7,49,650000,7,1,15,4,854680.102799946
"5088",1,7,20,80000,7,1,9,5,105191.397267686
"5089",1,7,20,80000,7,1,9,5,105191.397267686
"5090",1,7,70,1e+05,7,1,6,2,131489.246584607
"5091",1,7,45,4e+05,7,1,9,5,525956.986338428
"5092",2,7,44,150000,3,1,15,5,197233.869876911
"5093",1,7,57,250000,7,1,7,5,328723.116461518
"5094",1,7,67,276000,7,1,9,2,362910.320573515
"5095",2,7,65,276000,7,1,11,5,362910.320573515
"5096",2,7,28,2e+05,7,1,9,7,262978.493169214
"5097",1,7,33,320000,7,1,7,5,420765.589070742
"5098",2,7,39,3e+05,7,1,11,5,394467.739753821
"5099",1,7,70,3e+05,7,1,6,2,394467.739753821
"5100",2,7,36,6e+05,1,1,15,3,788935.479507642
"5101",1,7,36,270000,1,1,9,5,355020.965778439
"5102",2,7,64,2e+05,7,1,7,5,262978.493169214
"5103",1,7,38,4e+05,7,1,11,2,525956.986338428
"5104",1,7,68,150000,7,1,1,5,197233.869876911
"5105",2,7,50,270000,7,1,9,5,355020.965778439
"5106",2,7,23,270000,7,1,9,5,355020.965778439
"5107",1,7,52,270000,7,1,11,5,355020.965778439
"5108",2,7,41,381237.006102589,1,1,7,3,501285.667026007
"5109",1,7,35,250000,1,1,7,5,328723.116461518
"5110",1,7,62,4e+05,7,1,7,2,525956.986338428
"5111",1,7,58,270000,7,1,9,2,355020.965778439
"5112",2,7,63,276000,7,1,6,5,362910.320573515
"5113",1,7,32,280000,7,1,13,5,368169.8904369
"5114",1,7,53,270000,7,1,9,5,355020.965778439
"5115",2,7,49,270000,7,1,9,3,355020.965778439
"5116",1,7,22,270000,7,1,14,5,355020.965778439
"5117",2,7,55,240000,7,1,7,5,315574.191803057
"5118",1,7,32,270000,7,1,12,5,355020.965778439
"5119",1,7,60,7e+05,2,1,7,5,920424.726092249
"5120",2,7,26,160000,7,1,13,5,210382.794535371
"5121",1,7,29,270000,7,1,11,5,355020.965778439
"5122",1,7,53,5e+05,7,1,13,5,657446.232923035
"5123",1,7,60,7e+05,7,1,13,5,920424.726092249
"5124",2,7,28,850000,7,1,15,3,1117658.59596916
"5125",1,7,50,4e+05,7,1,14,5,525956.986338428
"5126",2,7,50,1e+06,7,1,15,3,1314892.46584607
"5127",1,7,66,4e+06,7,1,15,3,5259569.86338428
"5128",2,7,62,1300000,7,1,15,3,1709360.20559989
"5129",2,7,36,30000,7,1,14,2,39446.7739753821
"5130",1,7,66,2e+06,7,1,15,2,2629784.93169214
"5131",2,7,49,2800000,7,1,13,5,3681698.904369
"5132",2,7,30,4e+05,7,1,13,5,525956.986338428
"5133",2,7,39,270000,2,1,7,5,355020.965778439
"5134",2,7,50,190000,7,1,9,7,249829.568510753
"5135",1,7,54,1e+06,7,1,9,1,1314892.46584607
"5136",2,7,55,5e+05,7,1,9,5,657446.232923035
"5137",1,7,27,750000,7,1,15,5,986169.349384553
"5138",1,7,39,1400000,7,1,15,3,1840849.4521845
"5139",2,7,38,1300000,7,1,15,3,1709360.20559989
"5140",2,7,53,350000,7,1,13,5,460212.363046125
"5141",2,7,48,130000,7,1,9,5,170936.020559989
"5142",2,7,68,80000,7,1,6,7,105191.397267686
"5143",1,7,72,260000,7,1,6,5,341872.041119978
"5144",1,7,38,270000,7,1,7,5,355020.965778439
"5145",2,7,58,40000,1,1,11,2,52595.6986338428
"5146",1,7,33,2e+05,7,1,11,5,262978.493169214
"5147",1,7,61,270000,7,1,8,5,355020.965778439
"5148",1,7,35,4e+05,7,1,11,5,525956.986338428
"5149",1,7,69,270000,7,1,9,5,355020.965778439
"5150",1,7,33,370000,7,1,7,2,486510.212363046
"5151",1,7,19,2e+05,7,1,9,5,262978.493169214
"5152",1,7,50,7e+05,7,1,7,5,920424.726092249
"5153",2,7,47,7e+05,7,1,9,8,920424.726092249
"5154",2,7,28,114000,7,1,12,5,149897.741106452
"5155",2,7,33,290000,7,1,13,5,381318.81509536
"5156",1,7,42,270000,7,1,13,5,355020.965778439
"5157",2,7,35,5e+05,7,1,9,5,657446.232923035
"5158",2,7,25,4e+05,7,1,13,8,525956.986338428
"5159",1,7,28,420000,7,1,13,8,552254.83565535
"5160",2,7,40,2e+05,7,1,9,2,262978.493169214
"5161",2,7,29,350000,7,1,11,5,460212.363046125
"5162",1,7,34,550000,7,1,17,5,723190.856215339
"5163",1,7,36,750000,7,1,13,8,986169.349384553
"5164",2,7,35,360000,7,1,15,3,473361.287704585
"5165",1,7,43,381237.006102589,9,1,9,5,501285.667026007
"5166",2,7,47,5e+05,9,1,7,1,657446.232923035
"5167",1,7,36,5e+05,7,1,13,8,657446.232923035
"5168",2,7,35,4e+05,7,1,13,5,525956.986338428
"5169",2,7,41,316000,7,1,15,4,415506.019207358
"5170",1,7,32,6e+05,7,1,9,8,788935.479507642
"5171",1,7,51,7e+05,7,1,11,8,920424.726092249
"5172",2,7,42,2e+05,7,1,13,3,262978.493169214
"5173",1,7,46,6e+05,7,1,12,5,788935.479507642
"5174",2,7,41,350000,7,1,9,4,460212.363046125
"5175",2,7,45,320000,7,1,11,5,420765.589070742
"5176",2,7,55,3e+05,7,1,13,2,394467.739753821
"5177",2,7,20,350000,7,1,9,2,460212.363046125
"5178",1,7,51,602215,7,1,14,2,791847.966319491
"5179",2,7,40,197000,7,1,9,5,259033.815771676
"5180",2,7,43,176000,7,1,7,5,231421.073988908
"5181",1,7,49,280000,7,1,9,5,368169.8904369
"5182",2,7,48,30000,7,1,7,2,39446.7739753821
"5183",1,7,48,230000,7,1,9,2,302425.267144596
"5184",2,7,29,250000,7,1,9,2,328723.116461518
"5185",2,7,45,60000,7,1,9,2,78893.5479507642
"5186",2,7,37,220000,7,1,9,2,289276.342486135
"5187",1,7,46,5e+05,7,1,7,3,657446.232923035
"5188",2,7,47,130000,7,1,7,7,170936.020559989
"5189",2,7,42,173344,7,1,7,7,227928.719599621
"5190",2,7,24,285000,7,1,9,5,374744.35276613
"5191",1,7,23,81053,7,1,11,2,106575.979034222
"5192",1,7,71,4e+05,7,1,9,2,525956.986338428
"5193",2,7,69,381237.006102589,7,1,9,9,501285.667026007
"5194",2,7,28,6e+05,7,1,15,3,788935.479507642
"5195",1,7,57,650000,7,1,13,5,854680.102799946
"5196",2,7,30,260000,7,1,13,5,341872.041119978
"5197",1,7,24,260000,7,1,13,5,341872.041119978
"5198",1,7,42,5e+05,7,1,13,5,657446.232923035
"5199",2,7,38,5e+05,7,1,13,3,657446.232923035
"5200",1,7,42,260000,7,1,7,5,341872.041119978
"5201",2,7,35,260000,7,1,9,3,341872.041119978
"5202",1,7,19,381237.006102589,7,1,9,5,501285.667026007
"5203",1,7,41,270000,7,1,7,5,355020.965778439
"5204",2,7,62,1e+05,7,1,6,7,131489.246584607
"5205",1,7,34,270000,7,1,1,5,355020.965778439
"5206",1,7,64,260000,7,1,6,5,341872.041119978
"5207",2,7,28,260000,7,1,9,5,341872.041119978
"5208",1,7,30,2e+05,7,1,7,5,262978.493169214
"5209",2,7,22,260000,7,1,7,5,341872.041119978
"5210",1,7,53,260000,7,1,7,5,341872.041119978
"5211",2,7,48,260000,7,1,7,5,341872.041119978
"5212",1,7,32,260000,7,1,7,5,341872.041119978
"5213",2,7,27,260000,7,1,7,5,341872.041119978
"5214",2,7,53,3e+05,7,1,13,5,394467.739753821
"5215",1,7,47,1232624,7,1,15,3,1620768.01082105
"5216",2,7,49,869206,7,1,15,3,1142912.4206682
"5217",2,7,39,233355,7,1,9,2,306836.73136751
"5218",1,7,33,850000,7,1,15,3,1117658.59596916
"5219",1,7,47,973415,7,1,15,3,1279936.04964155
"5220",1,7,53,6e+05,7,1,11,5,788935.479507642
"5221",2,7,64,3e+05,7,1,11,2,394467.739753821
"5222",1,7,50,381237.006102589,7,1,13,2,501285.667026007
"5223",2,7,48,381237.006102589,7,1,15,5,501285.667026007
"5224",1,7,50,1001081,7,1,11,5,1316313.86460165
"5225",2,7,44,270000,7,1,11,5,355020.965778439
"5226",1,7,41,150000,7,1,9,5,197233.869876911
"5227",1,7,60,4e+05,7,1,9,2,525956.986338428
"5228",1,7,63,260000,7,1,9,5,341872.041119978
"5229",1,7,30,150000,7,1,13,5,197233.869876911
"5230",2,7,60,50000,7,1,9,7,65744.6232923035
"5231",1,7,51,2e+05,7,1,9,2,262978.493169214
"5232",1,7,22,260000,7,1,9,5,341872.041119978
"5233",2,7,44,180000,7,1,9,7,236680.643852293
"5234",1,7,45,5e+05,7,1,9,3,657446.232923035
"5235",2,7,42,350000,1,1,9,3,460212.363046125
"5236",1,7,19,150000,7,1,9,5,197233.869876911
"5237",2,7,43,8e+05,7,1,15,3,1051913.97267686
"5238",1,7,62,4e+05,1,1,7,2,525956.986338428
"5239",1,7,40,4e+05,7,1,11,5,525956.986338428
"5240",2,7,35,60000,7,1,11,5,78893.5479507642
"5241",1,7,28,6e+05,7,1,12,5,788935.479507642
"5242",2,7,29,1e+05,7,1,12,2,131489.246584607
"5243",1,7,33,6e+05,7,1,13,2,788935.479507642
"5244",2,7,28,350000,7,1,13,3,460212.363046125
"5245",1,7,51,7e+05,7,1,9,5,920424.726092249
"5246",1,7,47,340000,7,1,11,5,447063.438387664
"5247",2,7,45,6e+05,7,1,11,5,788935.479507642
"5248",2,7,46,260000,7,1,11,5,341872.041119978
"5249",1,7,49,150000,7,1,9,2,197233.869876911
"5250",1,7,39,6e+05,7,1,9,3,788935.479507642
"5251",2,7,39,270000,2,1,9,5,355020.965778439
"5252",1,7,37,316000,7,1,13,5,415506.019207358
"5253",2,7,51,3e+05,7,1,9,5,394467.739753821
"5254",2,7,32,270000,7,1,9,3,355020.965778439
"5255",1,7,71,30000,6,1,6,2,39446.7739753821
"5256",1,7,50,270000,5,1,9,5,355020.965778439
"5257",1,7,33,270000,7,1,9,5,355020.965778439
"5258",2,7,26,270000,7,1,9,5,355020.965778439
"5259",2,7,72,30000,7,1,8,7,39446.7739753821
"5260",2,7,56,170000,6,1,7,5,223531.719193832
"5261",2,7,55,270000,1,1,9,5,355020.965778439
"5262",2,7,32,3e+05,7,1,9,5,394467.739753821
"5263",2,7,48,320000,7,1,9,5,420765.589070742
"5264",1,7,30,550000,7,1,13,5,723190.856215339
"5265",2,7,28,4e+05,7,1,13,5,525956.986338428
"5266",2,7,50,270000,7,1,11,5,355020.965778439
"5267",1,7,26,320000,7,1,14,5,420765.589070742
"5268",2,7,47,8e+05,7,1,15,3,1051913.97267686
"5269",1,7,43,3e+05,7,1,1,5,394467.739753821
"5270",1,7,49,1150000,7,1,13,5,1512126.33572298
"5271",2,7,48,869206,7,1,15,3,1142912.4206682
"5272",1,7,37,350000,7,1,7,5,460212.363046125
"5273",2,7,49,250000,7,1,15,5,328723.116461518
"5274",1,7,69,7e+05,1,1,11,2,920424.726092249
"5275",1,7,30,4e+05,7,1,11,5,525956.986338428
"5276",1,7,57,550000,1,1,9,4,723190.856215339
"5277",2,7,50,381237.006102589,7,1,7,4,501285.667026007
"5278",1,7,57,270000,7,1,1,5,355020.965778439
"5279",1,7,38,270000,7,1,9,5,355020.965778439
"5280",2,7,30,380000,7,1,13,5,499659.137021507
"5281",1,7,54,260000,7,1,11,5,341872.041119978
"5282",2,7,25,381237.006102589,7,1,9,5,501285.667026007
"5283",1,7,78,10000,7,1,6,2,13148.9246584607
"5284",2,7,56,270000,7,1,7,5,355020.965778439
"5285",2,7,42,3e+05,7,1,11,5,394467.739753821
"5286",1,7,41,2e+05,7,1,11,2,262978.493169214
"5287",1,7,21,381237.006102589,7,1,9,5,501285.667026007
"5288",2,7,50,270000,7,1,9,3,355020.965778439
"5289",2,7,24,270000,7,1,14,3,355020.965778439
"5290",1,7,64,250000,7,1,9,5,328723.116461518
"5291",1,7,31,4e+05,7,1,15,5,525956.986338428
"5292",2,7,27,5e+05,7,1,15,3,657446.232923035
"5293",1,7,58,650000,7,1,11,3,854680.102799946
"5294",2,7,34,180000,7,2,13,2,236680.643852293
"5295",1,7,59,3e+05,7,2,7,5,394467.739753821
"5296",2,7,48,270000,7,2,7,5,355020.965778439
"5297",1,7,64,276000,7,2,9,5,362910.320573515
"5298",2,7,58,276000,7,2,7,5,362910.320573515
"5299",1,7,24,4e+05,7,2,7,5,525956.986338428
"5300",2,7,31,4e+05,7,2,7,5,525956.986338428
"5301",1,7,24,4e+05,7,2,7,5,525956.986338428
"5302",2,7,29,276000,7,2,9,5,362910.320573515
"5303",1,7,44,330000,7,2,9,5,433914.513729203
"5304",2,7,48,270000,7,2,7,5,355020.965778439
"5305",2,7,53,270000,7,2,7,5,355020.965778439
"5306",1,7,61,1e+05,7,2,7,5,131489.246584607
"5307",1,7,38,270000,7,2,7,5,355020.965778439
"5308",1,7,51,250000,7,2,7,2,328723.116461518
"5309",1,7,47,276000,7,2,7,5,362910.320573515
"5310",1,7,20,314000,7,2,11,5,412876.234275666
"5311",1,7,61,170000,7,2,6,2,223531.719193832
"5312",2,7,25,267522,7,2,11,5,351762.662248072
"5313",1,7,28,4e+05,7,2,7,5,525956.986338428
"5314",2,7,23,270000,4,2,9,5,355020.965778439
"5315",1,7,26,276000,7,2,9,5,362910.320573515
"5316",1,7,51,270000,7,2,7,5,355020.965778439
"5317",2,7,26,270000,7,2,13,5,355020.965778439
"5318",1,7,24,270000,7,2,13,5,355020.965778439
"5319",1,7,56,2e+05,7,2,7,2,262978.493169214
"5320",1,7,34,276000,7,2,1,5,362910.320573515
"5321",1,7,65,150000,7,2,6,5,197233.869876911
"5322",1,7,47,130000,6,2,7,2,170936.020559989
"5323",1,7,27,250000,6,2,15,5,328723.116461518
"5324",2,7,25,240000,7,2,12,5,315574.191803057
"5325",2,7,42,8e+05,7,2,15,3,1051913.97267686
"5326",1,7,45,7e+05,7,2,7,2,920424.726092249
"5327",1,7,57,1500000,7,2,17,1,1972338.69876911
"5328",2,7,57,1200000,7,2,15,1,1577870.95901528
"5329",1,7,31,6e+05,7,2,15,5,788935.479507642
"5330",1,7,59,270000,7,2,9,2,355020.965778439
"5331",2,7,51,1e+05,1,2,9,5,131489.246584607
"5332",2,7,28,580000,7,2,13,4,762637.630190721
"5333",1,7,24,270000,7,2,13,4,355020.965778439
"5334",1,7,54,270000,7,2,7,5,355020.965778439
"5335",1,7,43,270000,7,2,7,5,355020.965778439
"5336",1,7,53,270000,7,2,7,3,355020.965778439
"5337",1,7,19,270000,7,2,7,5,355020.965778439
"5338",1,7,50,1300000,7,2,9,5,1709360.20559989
"5339",2,7,53,330000,7,2,7,5,433914.513729203
"5340",1,7,30,3e+05,7,2,9,3,394467.739753821
"5341",1,7,61,1e+05,7,2,9,2,131489.246584607
"5342",1,7,53,180000,7,2,7,2,236680.643852293
"5343",2,7,51,220000,7,2,7,5,289276.342486135
"5344",1,7,30,180000,7,2,9,2,236680.643852293
"5345",1,7,52,200405,7,2,9,2,263511.024617882
"5346",2,7,51,188229,7,2,7,2,247500.89395374
"5347",1,7,21,70000,7,2,11,5,92042.4726092249
"5348",1,7,47,2e+06,7,2,14,1,2629784.93169214
"5349",1,7,39,8e+05,7,2,15,5,1051913.97267686
"5350",1,7,28,270000,7,2,7,5,355020.965778439
"5351",1,7,65,450000,7,2,15,5,591701.609630732
"5352",2,7,61,275000,7,2,13,5,361595.428107669
"5353",1,7,43,3e+05,7,2,9,5,394467.739753821
"5354",2,7,49,381237.006102589,7,2,9,5,501285.667026007
"5355",1,7,21,3e+05,7,2,12,5,394467.739753821
