"","sexo","region","edad","yoprcor","s31a1","zona","e6a","o15","yoprcoripc"
"1659",1,7,29,3e+05,7,1,9,5,394467.739753821
"1660",1,7,22,3e+05,7,1,11,5,394467.739753821
"1661",1,7,58,250000,7,1,7,5,328723.116461518
"1662",1,7,32,250000,7,1,9,5,328723.116461518
"1663",1,7,84,50000,1,1,6,2,65744.6232923035
"1664",2,7,71,50000,6,1,6,2,65744.6232923035
"1665",1,7,53,270000,7,1,7,5,355020.965778439
"1666",2,7,61,4e+05,7,1,7,2,525956.986338428
"1667",1,7,60,130000,7,1,9,2,170936.020559989
"1668",1,7,41,270000,7,1,9,5,355020.965778439
"1669",1,7,61,2e+05,7,1,7,1,262978.493169214
"1670",2,7,56,150000,7,1,7,2,197233.869876911
"1671",2,7,25,3e+05,7,1,15,5,394467.739753821
"1672",2,7,31,272000,7,1,7,7,357650.750710131
"1673",1,7,66,350000,7,1,6,5,460212.363046125
"1674",2,7,62,290000,7,1,6,5,381318.81509536
"1675",1,7,53,262033,3,1,9,5,344545.217503043
"1676",1,7,24,270000,7,1,9,5,355020.965778439
"1677",2,7,28,1e+05,2,1,9,5,131489.246584607
"1678",2,7,72,2e+05,7,1,6,2,262978.493169214
"1679",1,7,53,7e+05,7,1,9,5,920424.726092249
"1680",2,7,42,35000,7,1,9,5,46021.2363046125
"1681",2,7,43,340000,7,1,9,5,447063.438387664
"1682",1,7,48,450000,7,1,7,5,591701.609630732
"1683",1,7,60,320000,7,1,7,5,420765.589070742
"1684",1,7,21,380000,7,1,9,5,499659.137021507
"1685",1,7,64,230000,7,1,7,5,302425.267144596
"1686",1,7,66,230000,7,1,7,5,302425.267144596
"1687",1,7,57,220000,7,1,7,5,289276.342486135
"1688",1,7,37,4e+05,1,1,99,5,525956.986338428
"1689",2,7,47,60000,7,1,9,5,78893.5479507642
"1690",2,7,15,30000,7,1,9,5,39446.7739753821
"1691",2,7,46,5e+05,7,1,13,5,657446.232923035
"1692",1,7,50,270000,7,1,9,5,355020.965778439
"1693",1,7,45,220000,7,1,7,5,289276.342486135
"1694",1,7,49,250000,7,1,7,3,328723.116461518
"1695",1,7,32,6e+05,7,1,9,3,788935.479507642
"1696",1,7,25,2e+06,7,1,9,5,2629784.93169214
"1697",1,7,48,250000,7,1,7,5,328723.116461518
"1698",2,7,50,151000,7,1,11,5,198548.762342757
"1699",1,7,37,270000,7,1,9,5,355020.965778439
"1700",2,7,35,2e+05,7,1,9,3,262978.493169214
"1701",1,7,50,340000,7,1,7,5,447063.438387664
"1702",2,7,63,3e+05,7,1,9,2,394467.739753821
"1703",1,7,52,220000,7,1,7,5,289276.342486135
"1704",1,7,32,220000,7,1,11,5,289276.342486135
"1705",2,7,31,180000,7,1,11,5,236680.643852293
"1706",2,7,19,305000,7,1,9,5,401042.202083051
"1707",1,7,52,422809,7,1,9,5,555948.368591911
"1708",1,7,22,256537,7,1,11,5,337318.568510753
"1709",2,7,21,150000,7,1,9,5,197233.869876911
"1710",1,7,54,3e+05,7,1,7,5,394467.739753821
"1711",2,7,52,150000,7,1,7,5,197233.869876911
"1712",1,7,21,4e+05,7,1,14,5,525956.986338428
"1713",2,7,30,2e+05,7,1,11,2,262978.493169214
"1714",1,7,21,3e+05,7,1,7,5,394467.739753821
"1715",1,7,23,270000,7,1,9,5,355020.965778439
"1716",1,7,35,270000,7,1,11,5,355020.965778439
"1717",2,7,25,270000,7,1,9,5,355020.965778439
"1718",1,7,44,5e+05,7,1,9,3,657446.232923035
"1719",2,7,30,1e+05,7,1,9,5,131489.246584607
"1720",2,7,45,330000,7,2,7,5,433914.513729203
"1721",1,7,35,4e+05,7,2,7,5,525956.986338428
"1722",1,7,67,250000,7,2,7,5,328723.116461518
"1723",2,7,36,70000,7,2,7,3,92042.4726092249
"1724",1,7,21,250000,7,2,7,5,328723.116461518
"1725",1,7,57,3e+05,7,2,9,5,394467.739753821
"1726",2,7,63,381237.006102589,7,2,7,2,501285.667026007
"1727",1,7,61,270000,7,2,7,5,355020.965778439
"1728",2,7,53,350000,7,2,9,2,460212.363046125
"1729",1,7,28,340000,7,2,9,5,447063.438387664
"1730",1,7,43,310000,7,2,7,5,407616.664412282
"1731",2,7,20,280000,7,2,9,5,368169.8904369
"1732",1,7,66,381237.006102589,7,2,6,2,501285.667026007
"1733",2,7,23,310000,7,2,12,3,407616.664412282
"1734",2,7,35,450000,2,2,9,5,591701.609630732
"1735",1,7,27,450000,7,2,11,5,591701.609630732
"1736",1,7,25,2e+05,7,2,7,5,262978.493169214
"1737",1,7,61,310000,7,2,7,5,407616.664412282
"1738",2,7,51,310000,7,2,7,5,407616.664412282
"1739",1,7,18,256537,7,2,12,5,337318.568510753
"1740",1,7,44,480000,7,2,7,5,631148.383606114
"1741",1,7,51,380000,7,2,7,5,499659.137021507
"1742",2,7,30,250000,7,2,9,5,328723.116461518
"1743",1,7,23,3e+05,7,2,12,5,394467.739753821
"1744",1,7,20,3e+05,7,2,12,5,394467.739753821
"1745",2,7,41,150000,7,2,7,2,197233.869876911
"1746",1,7,33,3e+05,7,2,7,5,394467.739753821
"1747",2,7,78,10000,7,2,1,2,13148.9246584607
"1748",1,7,72,381237.006102589,7,2,1,2,501285.667026007
"1749",2,7,28,3e+05,7,2,11,5,394467.739753821
"1750",1,7,37,270000,7,2,9,5,355020.965778439
"1751",2,7,31,2e+05,7,2,9,5,262978.493169214
"1752",1,7,33,150000,7,2,11,2,197233.869876911
"1753",2,7,62,2e+05,7,2,7,2,262978.493169214
"1754",1,7,73,50000,1,2,7,2,65744.6232923035
"1755",1,7,30,3e+05,7,2,9,5,394467.739753821
"1756",1,7,43,3e+05,7,2,7,5,394467.739753821
"1757",1,7,20,2e+05,7,2,11,5,262978.493169214
"1758",1,7,41,285000,1,2,7,5,374744.35276613
"1759",1,7,62,2e+05,7,2,7,5,262978.493169214
"1760",1,7,52,540000,7,2,7,5,710041.931556878
"1761",1,7,45,381237.006102589,7,2,9,2,501285.667026007
"1762",1,7,60,5e+05,7,2,7,5,657446.232923035
"1763",1,7,59,7e+05,7,1,7,5,920424.726092249
"1764",1,7,33,5e+05,7,1,11,2,657446.232923035
"1765",2,7,29,6e+05,7,1,15,3,788935.479507642
"1766",1,7,38,250000,7,1,7,2,328723.116461518
"1767",2,7,36,150000,7,1,11,5,197233.869876911
"1768",2,7,67,381237.006102589,1,1,1,5,501285.667026007
"1769",2,7,38,381237.006102589,7,1,9,3,501285.667026007
"1770",1,7,60,4e+05,7,1,9,5,525956.986338428
"1771",2,7,58,50000,1,1,9,2,65744.6232923035
"1772",1,7,28,220000,7,1,11,5,289276.342486135
"1773",2,7,62,1e+05,1,1,7,2,131489.246584607
"1774",1,7,27,1e+05,7,1,11,2,131489.246584607
"1775",1,7,59,220000,7,1,9,5,289276.342486135
"1776",1,7,25,220000,7,1,9,5,289276.342486135
"1777",2,7,50,381237.006102589,7,1,7,6,501285.667026007
"1778",1,7,42,280000,7,1,9,5,368169.8904369
"1779",2,7,62,50000,7,1,7,2,65744.6232923035
"1780",1,7,26,287299,7,1,7,5,377767.29054511
"1781",2,7,39,350000,7,1,11,2,460212.363046125
"1782",1,7,45,250000,7,1,13,2,328723.116461518
"1783",1,7,54,5e+05,7,1,7,5,657446.232923035
"1784",2,7,31,280000,7,1,9,5,368169.8904369
"1785",1,7,32,5e+05,7,1,11,4,657446.232923035
"1786",2,7,32,3e+05,7,1,11,5,394467.739753821
"1787",1,7,66,4e+05,7,1,6,2,525956.986338428
"1788",2,7,64,2e+05,1,1,6,2,262978.493169214
"1789",1,7,41,380000,7,1,9,5,499659.137021507
"1790",1,7,19,295000,7,1,9,5,387893.277424591
"1791",1,7,52,270000,7,1,7,5,355020.965778439
"1792",1,7,22,287000,7,1,9,5,377374.137697822
"1793",1,7,50,550000,7,1,9,5,723190.856215339
"1794",2,7,54,330000,7,1,13,3,433914.513729203
"1795",2,7,58,70000,7,1,9,7,92042.4726092249
"1796",1,7,53,5e+05,7,1,7,2,657446.232923035
"1797",1,7,30,270000,7,1,9,5,355020.965778439
"1798",1,7,39,8e+05,7,1,11,5,1051913.97267686
"1799",2,7,36,283714,7,1,9,5,373053.401055052
"1800",1,7,51,4e+05,7,1,7,5,525956.986338428
"1801",2,7,54,280000,7,1,7,7,368169.8904369
"1802",2,7,30,3e+05,7,1,11,5,394467.739753821
"1803",1,7,50,5e+05,7,1,9,8,657446.232923035
"1804",2,7,35,6e+05,7,1,15,3,788935.479507642
"1805",2,7,73,130000,7,1,6,7,170936.020559989
"1806",1,7,65,140000,9,1,9,5,184084.94521845
"1807",2,7,63,140000,1,1,9,5,184084.94521845
"1808",2,7,54,229000,7,1,9,3,301110.37467875
"1809",2,7,45,6e+05,7,1,15,3,788935.479507642
"1810",1,7,57,420000,7,1,7,5,552254.83565535
"1811",1,7,47,350000,1,1,14,2,460212.363046125
"1812",2,7,38,5e+05,7,1,15,5,657446.232923035
"1813",2,7,42,1e+05,7,1,7,5,131489.246584607
"1814",2,7,36,173344,7,1,7,7,227928.719599621
"1815",2,7,52,268000,7,1,7,5,352391.180846747
"1816",2,7,26,110000,7,1,15,5,144638.171243068
"1817",1,7,23,48000,7,1,14,5,63114.8383606114
"1818",1,7,17,110000,7,1,9,5,144638.171243068
"1819",1,7,61,220000,7,1,7,5,289276.342486135
"1820",1,7,59,125000,4,1,7,5,164361.558230759
"1821",1,7,61,3e+05,4,1,9,2,394467.739753821
"1822",1,7,35,280000,7,2,7,1,368169.8904369
"1823",1,7,60,2e+05,7,2,99,2,262978.493169214
"1824",2,7,52,2e+05,5,2,99,2,262978.493169214
"1825",1,7,29,50000,4,2,7,2,65744.6232923035
"1826",2,7,53,70000,7,2,9,5,92042.4726092249
"1827",1,7,22,48000,7,2,9,5,63114.8383606114
"1828",1,7,69,250000,7,2,6,5,328723.116461518
"1829",2,7,23,270000,7,2,9,5,355020.965778439
"1830",1,7,65,2e+05,7,2,7,5,262978.493169214
"1831",2,7,48,381237.006102589,2,2,7,5,501285.667026007
"1832",1,7,23,381237.006102589,7,2,9,5,501285.667026007
"1833",1,7,53,381237.006102589,7,2,7,2,501285.667026007
"1834",1,7,42,167279,7,2,7,2,219953.896794265
"1835",2,7,39,50000,7,2,9,5,65744.6232923035
"1836",2,7,27,50000,7,2,9,5,65744.6232923035
"1837",1,7,60,3e+05,7,2,7,5,394467.739753821
"1838",1,7,30,270000,2,2,9,5,355020.965778439
"1839",1,7,46,320000,7,2,7,5,420765.589070742
"1840",1,7,52,3e+05,7,2,7,5,394467.739753821
"1841",2,7,49,3e+05,7,2,7,5,394467.739753821
"1842",1,7,26,5e+05,7,2,15,1,657446.232923035
"1843",1,7,45,350000,2,2,7,5,460212.363046125
"1844",2,7,50,150000,7,2,11,5,197233.869876911
"1845",1,7,54,190000,7,2,7,5,249829.568510753
"1846",2,7,49,2e+05,7,2,7,2,262978.493169214
"1847",1,7,30,50000,7,2,9,2,65744.6232923035
"1848",1,7,77,280000,7,2,2,3,368169.8904369
"1849",1,7,58,80000,1,2,7,5,105191.397267686
"1850",1,7,62,5e+05,7,2,11,2,657446.232923035
"1851",2,7,58,275000,7,2,7,7,361595.428107669
"1852",1,7,66,3e+05,7,2,7,5,394467.739753821
"1853",1,7,25,350000,7,2,7,5,460212.363046125
"1854",1,7,56,204000,7,2,7,5,268238.063032598
"1855",2,7,45,270000,3,2,7,5,355020.965778439
"1856",1,7,38,270000,7,2,9,5,355020.965778439
"1857",2,7,20,275000,7,2,11,5,361595.428107669
"1858",1,7,62,240000,7,2,7,2,315574.191803057
"1859",2,7,62,60000,7,2,7,2,78893.5479507642
"1860",1,7,46,381237.006102589,7,2,7,5,501285.667026007
"1861",2,7,70,2e+05,6,2,1,2,262978.493169214
"1862",1,7,53,275000,7,2,7,5,361595.428107669
"1863",2,7,43,275000,7,2,7,7,361595.428107669
"1864",1,7,48,2e+05,7,2,9,2,262978.493169214
"1865",1,7,40,381237.006102589,7,2,9,5,501285.667026007
"1866",2,7,36,150000,7,2,11,3,197233.869876911
"1867",2,7,66,350000,1,2,11,2,460212.363046125
"1868",1,7,41,5e+05,7,2,9,5,657446.232923035
"1869",2,7,65,45000,7,2,7,5,59170.1609630732
"1870",1,7,35,275000,7,2,7,5,361595.428107669
"1871",2,7,29,190000,7,2,9,3,249829.568510753
"1872",1,7,71,381237.006102589,1,2,6,5,501285.667026007
"1873",2,7,40,3e+05,7,2,11,5,394467.739753821
"1874",2,7,54,120000,7,2,9,2,157787.095901528
"1875",1,7,55,3e+05,7,2,7,2,394467.739753821
"1876",2,7,43,75000,7,2,9,5,98616.9349384553
"1877",1,7,45,27000,7,2,7,2,35502.0965778439
"1878",2,7,61,90000,2,2,9,2,118340.321926146
"1879",1,7,66,30000,1,2,6,2,39446.7739753821
"1880",1,7,44,325000,7,2,7,5,427340.051399973
"1881",1,7,62,381237.006102589,7,2,7,5,501285.667026007
"1882",1,7,73,75000,7,2,6,2,98616.9349384553
"1883",1,7,40,280000,7,2,11,5,368169.8904369
"1884",1,7,75,180000,7,2,9,5,236680.643852293
"1885",2,7,66,265000,7,2,7,5,348446.503449209
"1886",1,7,23,225000,7,2,13,5,295850.804815366
"1887",1,7,27,480000,7,2,9,5,631148.383606114
"1888",1,7,54,90000,5,2,7,2,118340.321926146
"1889",1,7,50,450000,7,2,7,5,591701.609630732
"1890",1,7,67,120000,2,2,7,5,157787.095901528
"1891",1,7,23,350000,7,2,7,5,460212.363046125
"1892",1,7,62,130000,1,2,7,5,170936.020559989
"1893",1,7,36,270000,9,2,7,5,355020.965778439
"1894",1,7,55,270000,7,2,7,5,355020.965778439
"1895",2,7,34,1e+05,2,2,7,7,131489.246584607
"1896",1,7,52,1e+05,7,2,7,5,131489.246584607
"1897",1,7,23,195620,7,2,7,5,257219.264168808
"1898",2,7,73,72876,7,2,6,2,95824.1033409982
"1899",2,7,45,270000,7,2,11,2,355020.965778439
"1900",1,7,48,50000,7,2,7,5,65744.6232923035
"1901",2,7,23,4e+05,7,2,13,3,525956.986338428
"1902",1,7,40,3e+05,7,2,9,5,394467.739753821
"1903",1,7,52,270000,7,2,7,5,355020.965778439
"1904",1,7,49,180000,7,2,7,5,236680.643852293
"1905",1,7,33,70000,7,2,7,5,92042.4726092249
"1906",1,7,40,350000,7,2,7,5,460212.363046125
"1907",2,7,33,280000,7,2,7,5,368169.8904369
"1908",1,7,66,90000,7,2,7,5,118340.321926146
"1909",1,7,27,6e+05,7,2,9,5,788935.479507642
"1910",1,7,50,4e+05,7,2,7,5,525956.986338428
"1911",1,7,42,80000,7,2,7,5,105191.397267686
"1912",1,7,47,3e+05,7,2,7,2,394467.739753821
"1913",2,7,60,3e+05,7,2,7,2,394467.739753821
"1914",1,7,64,80000,7,2,1,5,105191.397267686
"1915",2,7,41,210000,7,2,9,5,276127.417827675
"1916",1,7,31,240000,7,2,7,5,315574.191803057
"1917",1,7,46,4e+05,7,2,7,2,525956.986338428
"1918",1,7,63,220000,7,2,9,4,289276.342486135
"1919",2,7,57,1e+05,7,2,1,7,131489.246584607
"1920",1,7,20,253544,7,2,7,5,333383.095360476
"1921",1,7,52,150000,7,2,9,2,197233.869876911
"1922",2,7,53,1e+05,7,2,9,2,131489.246584607
"1923",2,7,23,381237.006102589,7,2,15,5,501285.667026007
"1924",1,7,45,220000,7,2,7,5,289276.342486135
"1925",1,7,23,48000,7,2,9,5,63114.8383606114
"1926",1,7,19,263822,7,2,11,5,346897.560124442
"1927",1,7,53,450000,7,2,7,2,591701.609630732
"1928",1,7,25,4e+05,7,2,9,5,525956.986338428
"1929",1,7,38,2e+05,7,2,7,5,262978.493169214
"1930",1,7,62,1e+05,7,2,1,2,131489.246584607
"1931",1,7,71,381237.006102589,1,2,1,2,501285.667026007
"1932",1,7,36,381237.006102589,7,2,9,2,501285.667026007
"1933",1,7,43,381237.006102589,1,2,7,2,501285.667026007
"1934",1,7,63,250000,7,1,14,2,328723.116461518
"1935",1,7,56,4e+05,7,1,7,5,525956.986338428
"1936",1,7,49,370000,7,1,9,3,486510.212363046
"1937",1,7,62,1e+05,7,1,7,8,131489.246584607
"1938",2,7,58,261500,7,1,7,5,343844.379818747
"1939",1,7,38,275000,7,1,11,5,361595.428107669
"1940",1,7,46,3e+05,7,1,9,2,394467.739753821
"1941",2,7,41,275000,7,1,9,5,361595.428107669
"1942",1,7,44,310000,7,1,11,5,407616.664412282
"1943",2,7,38,319000,7,1,9,5,419450.696604896
"1944",2,7,58,270000,7,1,9,5,355020.965778439
"1945",1,7,31,1379770,7,1,14,5,1814249.17760043
"1946",2,7,34,3e+05,7,1,11,5,394467.739753821
"1947",1,7,38,360000,7,1,11,3,473361.287704585
"1948",1,7,57,1000030,7,1,9,5,1314931.91262005
"1949",2,7,27,950000,7,1,11,8,1249147.84255377
"1950",1,7,40,270000,4,1,7,5,355020.965778439
"1951",1,7,43,270000,7,1,9,5,355020.965778439
"1952",1,7,63,114286,7,1,7,1,150273.800351684
"1953",1,7,45,4e+05,1,1,7,2,525956.986338428
"1954",2,7,45,150000,1,1,7,2,197233.869876911
"1955",1,7,72,3e+05,7,1,9,2,394467.739753821
"1956",1,7,34,270000,7,1,7,5,355020.965778439
"1957",2,7,54,5000,7,1,11,2,6574.46232923035
"1958",1,7,23,275000,7,1,14,5,361595.428107669
"1959",1,7,18,275000,7,1,11,5,361595.428107669
"1960",1,7,57,410000,7,1,7,5,539105.910996889
"1961",1,7,23,578421,7,1,11,8,760561.41498715
"1962",2,7,38,88000,7,1,9,2,115710.536994454
"1963",1,7,42,4e+05,7,1,7,5,525956.986338428
"1964",1,7,36,4e+05,7,1,11,8,525956.986338428
"1965",2,7,52,270000,7,1,7,7,355020.965778439
"1966",1,7,63,270000,7,1,7,5,355020.965778439
"1967",1,7,32,485974,7,1,9,2,639003.551197078
"1968",1,7,62,270000,1,1,9,5,355020.965778439
"1969",2,7,27,230000,7,1,13,3,302425.267144596
"1970",1,7,52,381237.006102589,7,1,7,5,501285.667026007
"1971",2,7,29,350000,7,1,99,3,460212.363046125
"1972",1,7,32,270000,7,1,9,5,355020.965778439
"1973",2,7,39,285000,7,1,7,5,374744.35276613
"1974",2,7,49,130000,7,1,7,2,170936.020559989
"1975",2,7,23,60000,7,1,9,2,78893.5479507642
"1976",1,7,30,225610,7,1,9,2,296652.889219532
"1977",2,7,51,180000,7,1,7,2,236680.643852293
"1978",1,7,49,2e+05,7,1,7,5,262978.493169214
"1979",2,7,22,291756,7,1,9,3,383627.766265386
"1980",2,7,56,270000,7,1,9,5,355020.965778439
"1981",1,7,63,270000,1,1,9,5,355020.965778439
"1982",2,7,25,599381,2,1,16,4,788121.561071284
"1983",1,7,30,895000,3,1,14,4,1176828.75693223
"1984",1,7,54,366776,7,1,7,5,482270.999053158
"1985",1,7,32,529796,7,1,9,5,696624.768835385
"1986",1,7,20,270000,7,1,11,5,355020.965778439
"1987",2,7,38,45000,1,1,9,2,59170.1609630732
"1988",1,7,58,275000,7,1,7,2,361595.428107669
"1989",2,7,24,275000,7,1,9,2,361595.428107669
"1990",1,7,40,275000,7,1,9,2,361595.428107669
"1991",1,7,26,270000,7,1,12,5,355020.965778439
"1992",1,7,23,270000,7,1,12,5,355020.965778439
"1993",1,7,51,4e+05,7,1,9,2,525956.986338428
"1994",2,7,50,380000,3,1,11,2,499659.137021507
"1995",1,7,62,4e+05,7,2,9,2,525956.986338428
"1996",2,7,58,350000,7,2,9,5,460212.363046125
"1997",2,7,43,280000,7,2,11,3,368169.8904369
"1998",1,7,42,2e+06,7,2,7,1,2629784.93169214
"1999",2,7,34,1e+05,7,2,12,5,131489.246584607
"2000",1,7,39,250000,7,2,7,5,328723.116461518
"2001",1,7,18,250000,7,2,11,5,328723.116461518
"2002",1,7,40,433094,7,2,9,3,569472.037603138
"2003",1,7,63,370000,7,2,7,5,486510.212363046
"2004",2,7,25,205000,7,2,12,3,269552.955498444
"2005",1,7,47,276000,7,2,7,5,362910.320573515
"2006",2,7,43,276000,7,2,7,7,362910.320573515
"2007",1,7,48,6e+05,7,2,7,2,788935.479507642
"2008",1,7,44,275000,1,2,9,5,361595.428107669
"2009",2,7,23,350000,7,2,11,3,460212.363046125
"2010",1,7,46,262033,7,2,9,5,344545.217503043
"2011",1,7,47,150000,2,2,7,2,197233.869876911
"2012",2,7,43,133000,7,2,7,5,174880.697957527
"2013",1,7,45,650000,7,2,9,5,854680.102799946
"2014",1,7,19,4e+05,7,2,11,5,525956.986338428
"2015",1,7,50,60000,7,2,9,5,78893.5479507642
"2016",2,7,45,60000,7,2,7,7,78893.5479507642
"2017",1,7,40,381237.006102589,7,2,9,2,501285.667026007
"2018",1,7,68,250000,7,2,6,2,328723.116461518
"2019",1,7,45,180000,7,2,7,5,236680.643852293
"2020",1,7,56,360000,7,2,7,5,473361.287704585
"2021",2,7,65,3e+05,7,2,10,3,394467.739753821
"2022",1,7,40,4e+05,7,2,9,5,525956.986338428
"2023",2,7,35,8e+05,7,2,15,3,1051913.97267686
"2024",1,7,76,381237.006102589,7,2,7,2,501285.667026007
"2025",1,7,65,381237.006102589,7,2,7,2,501285.667026007
"2026",2,7,64,381237.006102589,7,2,7,2,501285.667026007
"2027",1,7,60,381237.006102589,7,2,10,2,501285.667026007
"2028",1,7,45,450000,7,2,13,5,591701.609630732
"2029",1,7,28,4e+05,7,2,9,8,525956.986338428
"2030",1,7,57,4e+05,7,2,9,5,525956.986338428
"2031",1,7,59,280633,7,1,9,2,369002.21736778
"2032",2,7,54,197974,7,1,11,6,260314.52103341
"2033",1,7,62,2e+05,7,1,9,2,262978.493169214
"2034",2,7,60,1e+05,7,1,7,5,131489.246584607
"2035",2,7,31,5e+05,7,1,12,5,657446.232923035
"2036",2,7,28,5e+05,7,1,9,5,657446.232923035
"2037",1,7,65,2e+05,7,1,14,2,262978.493169214
"2038",2,7,60,381237.006102589,9,1,9,1,501285.667026007
"2039",1,7,74,4e+05,9,1,7,2,525956.986338428
"2040",1,7,71,277270,9,1,1,5,364580.23400514
"2041",1,7,60,6e+05,7,1,15,1,788935.479507642
"2042",2,7,64,1e+06,7,1,15,3,1314892.46584607
"2043",1,7,32,6e+05,7,1,15,2,788935.479507642
"2044",1,7,30,6e+05,7,1,15,5,788935.479507642
"2045",2,7,41,305917,7,1,11,5,402247.958474232
"2046",1,7,42,380000,7,1,11,5,499659.137021507
"2047",2,7,27,430000,7,1,13,4,565403.76031381
"2048",1,7,52,2e+05,7,1,9,2,262978.493169214
"2049",2,7,47,130000,7,1,9,7,170936.020559989
"2050",2,7,39,250000,7,1,9,2,328723.116461518
"2051",1,7,41,276000,7,1,9,5,362910.320573515
"2052",2,7,19,180000,7,1,12,5,236680.643852293
"2053",1,7,76,380000,7,1,9,5,499659.137021507
"2054",1,7,53,380000,7,1,11,5,499659.137021507
"2055",2,7,69,1e+05,7,1,6,2,131489.246584607
"2056",2,7,36,381237.006102589,1,1,11,5,501285.667026007
"2057",1,7,37,3e+05,7,1,11,5,394467.739753821
"2058",1,7,21,337379,7,1,11,3,443617.105234681
"2059",2,7,59,232000,7,1,13,3,305055.052076288
"2060",2,7,70,270000,7,1,6,5,355020.965778439
"2061",1,7,38,270000,7,1,9,5,355020.965778439
"2062",2,7,35,270000,7,1,15,5,355020.965778439
"2063",1,7,38,275000,7,1,9,5,361595.428107669
"2064",2,7,35,275000,7,1,9,5,361595.428107669
"2065",1,7,51,275000,7,1,7,5,361595.428107669
"2066",1,7,57,270000,7,1,7,5,355020.965778439
"2067",1,7,69,150000,7,1,8,2,197233.869876911
"2068",2,7,47,312317,7,1,9,3,410663.270255647
"2069",2,7,48,120000,7,1,12,2,157787.095901528
"2070",2,7,37,3e+05,7,1,9,3,394467.739753821
"2071",2,7,60,360598,7,1,9,3,474147.593399161
"2072",1,7,72,6e+06,7,1,12,1,7889354.79507642
"2073",2,7,38,250000,7,1,9,7,328723.116461518
"2074",1,7,57,3e+05,7,1,13,5,394467.739753821
"2075",1,7,37,3e+05,7,1,11,2,394467.739753821
"2076",1,7,51,2e+06,7,1,13,5,2629784.93169214
"2077",1,7,71,150000,7,1,8,2,197233.869876911
"2078",1,7,50,18000,7,1,15,2,23668.0643852293
"2079",2,7,40,120000,7,1,11,2,157787.095901528
"2080",1,7,55,320000,7,1,13,3,420765.589070742
"2081",1,7,53,3e+05,7,1,13,2,394467.739753821
"2082",2,7,49,330000,7,1,13,3,433914.513729203
"2083",2,7,24,221000,7,1,9,5,290591.234951982
"2084",1,7,31,50000,3,1,15,5,65744.6232923035
"2085",1,7,31,350000,7,1,9,2,460212.363046125
"2086",2,7,34,350000,7,1,15,2,460212.363046125
"2087",2,7,29,1200000,7,1,15,3,1577870.95901528
"2088",1,7,32,6e+05,7,1,15,5,788935.479507642
"2089",1,7,59,2e+05,7,1,7,2,262978.493169214
"2090",1,7,28,135000,7,1,13,5,177510.48288922
"2091",1,7,28,2e+05,7,1,15,2,262978.493169214
"2092",1,7,55,2e+05,7,1,7,5,262978.493169214
"2093",2,7,61,50000,1,1,9,2,65744.6232923035
"2094",1,7,37,380000,7,1,9,8,499659.137021507
"2095",2,7,79,2e+05,1,1,9,2,262978.493169214
"2096",2,7,50,2e+05,7,1,9,5,262978.493169214
"2097",1,7,88,6e+05,7,1,8,2,788935.479507642
"2098",2,7,81,381237.006102589,7,1,8,9,501285.667026007
"2099",2,7,64,3e+05,7,1,13,2,394467.739753821
"2100",1,7,65,80000,7,1,9,2,105191.397267686
"2101",2,7,57,210000,7,1,9,5,276127.417827675
"2102",1,7,64,240000,7,1,6,3,315574.191803057
"2103",1,7,71,3e+05,1,1,8,2,394467.739753821
"2104",2,7,42,2e+05,7,1,9,4,262978.493169214
"2105",1,7,40,180000,7,1,9,5,236680.643852293
"2106",1,7,64,450640,7,1,9,2,592543.140808873
"2107",1,7,38,1421127,7,1,17,4,1868629.18531043
"2108",1,7,36,481788,7,1,15,5,633499.411335047
"2109",2,7,56,270000,7,1,7,5,355020.965778439
"2110",1,7,65,381237.006102589,7,1,13,5,501285.667026007
"2111",2,7,69,3e+05,7,1,6,2,394467.739753821
"2112",1,7,38,1e+05,1,1,9,2,131489.246584607
"2113",1,7,60,7e+05,7,1,9,5,920424.726092249
"2114",1,7,63,820703,7,1,15,3,1079136.19139727
"2115",1,7,44,1323270,7,1,15,5,1739957.75328013
"2116",1,7,48,1300000,7,1,15,3,1709360.20559989
"2117",1,7,44,4e+06,7,1,15,4,5259569.86338428
"2118",2,7,43,7e+05,7,1,15,5,920424.726092249
"2119",2,7,71,4e+05,7,1,15,1,525956.986338428
"2120",2,7,68,4e+05,7,1,13,3,525956.986338428
"2121",2,7,37,7e+05,7,1,17,3,920424.726092249
"2122",1,7,71,750000,7,1,10,2,986169.349384553
"2123",1,7,44,5e+05,7,1,13,3,657446.232923035
"2124",1,7,34,290000,7,1,11,5,381318.81509536
"2125",2,7,26,191013,7,1,11,2,251161.554578655
"2126",2,7,68,20000,7,1,1,5,26297.8493169214
"2127",2,7,60,350000,7,1,13,5,460212.363046125
"2128",1,7,36,485974,7,1,9,2,639003.551197078
"2129",1,7,37,190000,4,1,9,5,249829.568510753
"2130",1,7,34,250000,7,1,9,2,328723.116461518
"2131",1,7,35,256167,7,1,9,5,336832.05829839
"2132",2,7,75,50000,7,1,9,2,65744.6232923035
"2133",1,7,68,1e+05,7,1,9,2,131489.246584607
"2134",1,7,56,275000,7,1,7,5,361595.428107669
"2135",1,7,56,381237.006102589,7,1,9,2,501285.667026007
"2136",2,7,58,2e+05,7,1,9,2,262978.493169214
"2137",2,7,21,2e+05,7,1,9,2,262978.493169214
"2138",2,7,50,105000,7,1,9,5,138063.708913837
"2139",2,7,59,220000,7,1,9,5,289276.342486135
